# Input	ChemicalName	ChemicalId	CasRN	GeneSymbol	GeneId	Organism	OrganismId	PubMedIds
94-26-8	butylparaben	C038091	94-26-8	ESRRG	2104	Homo sapiens	9606	23583298
94-26-8	butylparaben	C038091	94-26-8	ETNPPL	64850	Danio rerio	7955	29458080
94-26-8	butylparaben	C038091	94-26-8	F10	2159	Danio rerio	7955	29458080
94-26-8	butylparaben	C038091	94-26-8	F2	2147	Danio rerio	7955	29458080
94-26-8	butylparaben	C038091	94-26-8	F5	2153	Danio rerio	7955	29458080
94-26-8	butylparaben	C038091	94-26-8	F7	2155	Danio rerio	7955	29458080
94-26-8	butylparaben	C038091	94-26-8	F9B	678552	Danio rerio	7955	29458080
94-26-8	butylparaben	C038091	94-26-8	FAAH	2166	Homo sapiens	9606	27659731
94-26-8	butylparaben	C038091	94-26-8	FAAH	2166	Mus musculus	10090	27659731
94-26-8	butylparaben	C038091	94-26-8	FAAH	2166	Rattus norvegicus	10116	27659731
94-26-8	butylparaben	C038091	94-26-8	FABP10A	171481	Danio rerio	7955	29458080
94-26-8	butylparaben	C038091	94-26-8	FABP1B.1	554095	Danio rerio	7955	29458080
94-26-8	butylparaben	C038091	94-26-8	FABP2	2169	Danio rerio	7955	29458080
94-26-8	butylparaben	C038091	94-26-8	FABP4	2167	Homo sapiens	9606	22956630
94-26-8	butylparaben	C038091	94-26-8	FABP4	2167	Mus musculus	10090	22956630|24155963|27659731|28527915
94-26-8	butylparaben	C038091	94-26-8	FAH	2184	Danio rerio	7955	29458080
94-26-8	butylparaben	C038091	94-26-8	FAM149A	25854	Danio rerio	7955	29458080
94-26-8	butylparaben	C038091	94-26-8	FAM20B	9917	Danio rerio	7955	29458080
94-26-8	butylparaben	C038091	94-26-8	FASN	2194	Homo sapiens	9606	22956630
94-26-8	butylparaben	C038091	94-26-8	FASN	2194	Mus musculus	10090	22956630
94-26-8	butylparaben	C038091	94-26-8	FBP1B	282672	Danio rerio	7955	29458080
94-26-8	butylparaben	C038091	94-26-8	FDPS	2224	Danio rerio	7955	29458080
94-26-8	butylparaben	C038091	94-26-8	FETUB	26998	Danio rerio	7955	29458080
94-26-8	butylparaben	C038091	94-26-8	FGA	2243	Danio rerio	7955	29458080
94-26-8	butylparaben	C038091	94-26-8	FGB	2244	Danio rerio	7955	29458080
94-26-8	butylparaben	C038091	94-26-8	FGD	58075	Danio rerio	7955	29458080
94-26-8	butylparaben	C038091	94-26-8	FGD5B	101884144	Danio rerio	7955	29458080
94-26-8	butylparaben	C038091	94-26-8	FGFBP2B	100037374	Danio rerio	7955	29458080
94-26-8	butylparaben	C038091	94-26-8	FGFR1	2260	Rattus norvegicus	10116	25607892
94-26-8	butylparaben	C038091	94-26-8	FGFR2	2263	Rattus norvegicus	10116	25607892
94-26-8	butylparaben	C038091	94-26-8	FGG	2266	Danio rerio	7955	29458080
94-26-8	butylparaben	C038091	94-26-8	FIBINA	553370	Danio rerio	7955	29458080
94-26-8	butylparaben	C038091	94-26-8	FKBP5	2289	Danio rerio	7955	29458080
94-26-8	butylparaben	C038091	94-26-8	FNDC7	163479	Danio rerio	7955	29458080
94-26-8	butylparaben	C038091	94-26-8	FOCAD	54914	Danio rerio	7955	29458080
94-26-8	butylparaben	C038091	94-26-8	FSHB	2488	Rattus norvegicus	10116	27444704|29350491
94-26-8	butylparaben	C038091	94-26-8	FTR43	553628	Danio rerio	7955	29458080
94-26-8	butylparaben	C038091	94-26-8	FTSJ3	117246	Danio rerio	7955	29458080
94-26-8	butylparaben	C038091	94-26-8	FUS	2521	Homo sapiens	9606	17121429
94-26-8	butylparaben	C038091	94-26-8	FXYD6	53826	Danio rerio	7955	29458080
94-26-8	butylparaben	C038091	94-26-8	FYN	2534	Rattus norvegicus	10116	25607892
94-26-8	butylparaben	C038091	94-26-8	G6PCA.1	445118	Danio rerio	7955	29458080
94-26-8	butylparaben	C038091	94-26-8	GABRA3	2556	Danio rerio	7955	29458080
94-26-8	butylparaben	C038091	94-26-8	GABRA4	2557	Danio rerio	7955	29458080
94-26-8	butylparaben	C038091	94-26-8	GABRA4	2557	Rattus norvegicus	10116	25607892
94-26-8	butylparaben	C038091	94-26-8	GABRA6B	559693	Danio rerio	7955	29458080
94-26-8	butylparaben	C038091	94-26-8	GABRB1	2560	Rattus norvegicus	10116	25607892
94-26-8	butylparaben	C038091	94-26-8	GAD2	2572	Danio rerio	7955	29458080
94-26-8	butylparaben	C038091	94-26-8	GATA6	2627	Danio rerio	7955	29458080
94-26-8	butylparaben	C038091	94-26-8	GHRL	51738	Danio rerio	7955	29458080
94-26-8	butylparaben	C038091	94-26-8	GINS4	84296	Danio rerio	7955	29458080
94-26-8	butylparaben	C038091	94-26-8	GJA5A	404729	Danio rerio	7955	29458080
94-26-8	butylparaben	C038091	94-26-8	GLMNB	100170791	Danio rerio	7955	29458080
94-26-8	butylparaben	C038091	94-26-8	GLS	2744	Rattus norvegicus	10116	25607892
94-26-8	butylparaben	C038091	94-26-8	GLTPB	568746	Danio rerio	7955	29458080
94-26-8	butylparaben	C038091	94-26-8	GLULC	566165	Danio rerio	7955	29458080
94-26-8	butylparaben	C038091	94-26-8	GNGT1	2792	Danio rerio	7955	29458080
94-26-8	butylparaben	C038091	94-26-8	GNMT	27232	Danio rerio	7955	29458080
94-26-8	butylparaben	C038091	94-26-8	GNPDA2	132789	Danio rerio	7955	29458080
94-26-8	butylparaben	C038091	94-26-8	GORASP1B	100330055	Danio rerio	7955	29458080
94-26-8	butylparaben	C038091	94-26-8	GP9	2815	Danio rerio	7955	29458080
94-26-8	butylparaben	C038091	94-26-8	GPD1A	550404	Danio rerio	7955	29458080
94-26-8	butylparaben	C038091	94-26-8	GPD1B	325181	Danio rerio	7955	29458080
94-26-8	butylparaben	C038091	94-26-8	GPER1	2852	Homo sapiens	9606	17121429|26253279
94-26-8	butylparaben	C038091	94-26-8	GPHNA	555470	Danio rerio	7955	29458080
94-26-8	butylparaben	C038091	94-26-8	GPR184	767740	Danio rerio	7955	29458080
94-26-8	butylparaben	C038091	94-26-8	GREB1	9687	Homo sapiens	9606	17121429|29945225
94-26-8	butylparaben	C038091	94-26-8	GRHPRB	402985	Danio rerio	7955	29458080
94-26-8	butylparaben	C038091	94-26-8	GRIA2	2891	Rattus norvegicus	10116	25607892
94-26-8	butylparaben	C038091	94-26-8	GRIA4	2893	Rattus norvegicus	10116	25607892
94-26-8	butylparaben	C038091	94-26-8	GRIK2	2898	Rattus norvegicus	10116	25607892
94-26-8	butylparaben	C038091	94-26-8	GRIK4	2900	Rattus norvegicus	10116	25607892
94-26-8	butylparaben	C038091	94-26-8	GRIK5	2901	Rattus norvegicus	10116	25607892
94-26-8	butylparaben	C038091	94-26-8	GRIN1	2902	Rattus norvegicus	10116	25607892
94-26-8	butylparaben	C038091	94-26-8	GRIN2AA	563297	Danio rerio	7955	29458080
94-26-8	butylparaben	C038091	94-26-8	GRIN2B	2904	Rattus norvegicus	10116	25607892
94-26-8	butylparaben	C038091	94-26-8	GRIN2C	2905	Rattus norvegicus	10116	25607892
94-26-8	butylparaben	C038091	94-26-8	GRIN2D	2906	Rattus norvegicus	10116	25607892
94-26-8	butylparaben	C038091	94-26-8	GRIN3A	116443	Rattus norvegicus	10116	25607892
94-26-8	butylparaben	C038091	94-26-8	GRIP1	23426	Rattus norvegicus	10116	25607892
94-26-8	butylparaben	C038091	94-26-8	GRK7A	566120	Danio rerio	7955	29458080
94-26-8	butylparaben	C038091	94-26-8	GSK3B	2932	Homo sapiens	9606	29319206
94-26-8	butylparaben	C038091	94-26-8	GTF2A1L	11036	Danio rerio	7955	29458080
94-26-8	butylparaben	C038091	94-26-8	GUCY2F	2986	Danio rerio	7955	29458080
94-26-8	butylparaben	C038091	94-26-8	GYS2	2998	Danio rerio	7955	29458080
94-26-8	butylparaben	C038091	94-26-8	HAAO	23498	Danio rerio	7955	29458080
94-26-8	butylparaben	C038091	94-26-8	HABP2	3026	Danio rerio	7955	29458080
94-26-8	butylparaben	C038091	94-26-8	HAO1	54363	Danio rerio	7955	29458080
94-26-8	butylparaben	C038091	94-26-8	HAO2	51179	Danio rerio	7955	29458080
94-26-8	butylparaben	C038091	94-26-8	HAPLN1B	569074	Danio rerio	7955	29458080
94-26-8	butylparaben	C038091	94-26-8	HAS3	3038	Danio rerio	7955	29458080
94-26-8	butylparaben	C038091	94-26-8	HCAR1-4	100329613	Danio rerio	7955	29458080
94-26-8	butylparaben	C038091	94-26-8	HDC	3067	Danio rerio	7955	29458080
94-26-8	butylparaben	C038091	94-26-8	HES2.1	559147	Danio rerio	7955	29458080
94-26-8	butylparaben	C038091	94-26-8	HES6	55502	Rattus norvegicus	10116	25607892
94-26-8	butylparaben	C038091	94-26-8	HEXB	3074	Rattus norvegicus	10116	15272608
94-26-8	butylparaben	C038091	94-26-8	HIPK1A	572042	Danio rerio	7955	29458080
94-26-8	butylparaben	C038091	94-26-8	HMGCRA	559054	Danio rerio	7955	29458080
94-26-8	butylparaben	C038091	94-26-8	HMOX1A	791518	Danio rerio	7955	29458080
94-26-8	butylparaben	C038091	94-26-8	HNF4A	3172	Danio rerio	7955	29458080
94-26-8	butylparaben	C038091	94-26-8	HOGA1	112817	Danio rerio	7955	29458080
94-26-8	butylparaben	C038091	94-26-8	HOXC12A	562600	Danio rerio	7955	29458080
94-26-8	butylparaben	C038091	94-26-8	HP	3240	Danio rerio	7955	29458080
94-26-8	butylparaben	C038091	94-26-8	HPS6	79803	Homo sapiens	9606	17121429
94-26-8	butylparaben	C038091	94-26-8	HPSE2	60495	Danio rerio	7955	29458080
94-26-8	butylparaben	C038091	94-26-8	HR	55806	Rattus norvegicus	10116	25607892
94-26-8	butylparaben	C038091	94-26-8	HS6ST3B	569353	Danio rerio	7955	29458080
94-26-8	butylparaben	C038091	94-26-8	HSD17B10	3028	Rattus norvegicus	10116	25607892
94-26-8	butylparaben	C038091	94-26-8	HSD17B8	7923	Rattus norvegicus	10116	25607892
94-26-8	butylparaben	C038091	94-26-8	HSD3B6	15497	Rattus norvegicus	10116	25607892
94-26-8	butylparaben	C038091	94-26-8	HSPA5	3309	Homo sapiens	9606	29319206
94-26-8	butylparaben	C038091	94-26-8	HSPB8	26353	Homo sapiens	9606	23524099
94-26-8	butylparaben	C038091	94-26-8	IFNPHI4	100302089	Danio rerio	7955	29458080
94-26-8	butylparaben	C038091	94-26-8	IGDCC3	9543	Homo sapiens	9606	17121429
94-26-8	butylparaben	C038091	94-26-8	IGF1R	3480	Rattus norvegicus	10116	25607892
94-26-8	butylparaben	C038091	94-26-8	IGF2R	3482	Rattus norvegicus	10116	25607892
94-26-8	butylparaben	C038091	94-26-8	IGFN1.1	541504	Danio rerio	7955	29458080
94-26-8	butylparaben	C038091	94-26-8	IGFN1.3	100331959	Danio rerio	7955	29458080
94-26-8	butylparaben	C038091	94-26-8	IGSF9BB	569554	Danio rerio	7955	29458080
94-26-8	butylparaben	C038091	94-26-8	IL12RB2	3595	Danio rerio	7955	29458080
94-26-8	butylparaben	C038091	94-26-8	IL17C	27189	Danio rerio	7955	29458080
94-26-8	butylparaben	C038091	94-26-8	IL17RB	55540	Homo sapiens	9606	17121429
94-26-8	butylparaben	C038091	94-26-8	IL1RAPL1	11141	Rattus norvegicus	10116	25607892
94-26-8	butylparaben	C038091	94-26-8	IMPG2B	570058	Danio rerio	7955	29458080
94-26-8	butylparaben	C038091	94-26-8	INCENP	3619	Homo sapiens	9606	17121429
94-26-8	butylparaben	C038091	94-26-8	INPP5JB	100317089	Danio rerio	7955	29458080
94-26-8	butylparaben	C038091	94-26-8	INS	3630	Homo sapiens	9606	31016361
94-26-8	butylparaben	C038091	94-26-8	INSB	566735	Danio rerio	7955	29458080
94-26-8	butylparaben	C038091	94-26-8	INSIG1	3638	Danio rerio	7955	29458080
94-26-8	butylparaben	C038091	94-26-8	ITIH2	3698	Danio rerio	7955	29458080
94-26-8	butylparaben	C038091	94-26-8	ITIH3A.1	553614	Danio rerio	7955	29458080
94-26-8	butylparaben	C038091	94-26-8	JAG1	182	Rattus norvegicus	10116	25607892
94-26-8	butylparaben	C038091	94-26-8	JARID2A	100007426	Danio rerio	7955	29458080
94-26-8	butylparaben	C038091	94-26-8	KANK1B	561164	Danio rerio	7955	29458080
94-26-8	butylparaben	C038091	94-26-8	KANSL1L	151050	Danio rerio	7955	29458080
94-26-8	butylparaben	C038091	94-26-8	KCNC1	3746	Homo sapiens	9606	17121429
94-26-8	butylparaben	C038091	94-26-8	KCNC2	3747	Danio rerio	7955	29458080
94-26-8	butylparaben	C038091	94-26-8	KCNC3A	559096	Danio rerio	7955	29458080
94-26-8	butylparaben	C038091	94-26-8	KCNF1	3754	Homo sapiens	9606	17121429
94-26-8	butylparaben	C038091	94-26-8	KCNH5B	100331767	Danio rerio	7955	29458080
94-26-8	butylparaben	C038091	94-26-8	KCNJ5	3762	Danio rerio	7955	29458080
94-26-8	butylparaben	C038091	94-26-8	KCNK15	60598	Danio rerio	7955	29458080
94-26-8	butylparaben	C038091	94-26-8	KCNV2A	567267	Danio rerio	7955	29458080
94-26-8	butylparaben	C038091	94-26-8	KITA	30256	Danio rerio	7955	29458080
94-26-8	butylparaben	C038091	94-26-8	KLF3	51274	Danio rerio	7955	29458080
94-26-8	butylparaben	C038091	94-26-8	KLHL2	11275	Danio rerio	7955	29458080
94-26-8	butylparaben	C038091	94-26-8	KNG1	3827	Danio rerio	7955	29458080
94-26-8	butylparaben	C038091	94-26-8	KRT8	3856	Homo sapiens	9606	17121429
94-26-8	butylparaben	C038091	94-26-8	KRT82	3888	Homo sapiens	9606	17121429
94-26-8	butylparaben	C038091	94-26-8	LACC1	144811	Danio rerio	7955	29458080
94-26-8	butylparaben	C038091	94-26-8	LARP1	23367	Danio rerio	7955	29458080
94-26-8	butylparaben	C038091	94-26-8	LEF1	51176	Homo sapiens	9606	17121429
94-26-8	butylparaben	C038091	94-26-8	LEP	3952	Homo sapiens	9606	22956630
94-26-8	butylparaben	C038091	94-26-8	LEP	3952	Mus musculus	10090	22956630
94-26-8	butylparaben	C038091	94-26-8	LETM1	3954	Danio rerio	7955	29458080
94-26-8	butylparaben	C038091	94-26-8	LGALS1L1	326706	Danio rerio	7955	29458080
94-26-8	butylparaben	C038091	94-26-8	LGALS2A	405830	Danio rerio	7955	29458080
94-26-8	butylparaben	C038091	94-26-8	LGALS8A	563573	Danio rerio	7955	29458080
94-26-8	butylparaben	C038091	94-26-8	LHB	3972	Rattus norvegicus	10116	27444704|29350491
94-26-8	butylparaben	C038091	94-26-8	LHFPL5A	558325	Danio rerio	7955	29458080
94-26-8	butylparaben	C038091	94-26-8	LIN7A	8825	Rattus norvegicus	10116	25607892
94-26-8	butylparaben	C038091	94-26-8	LIPF	8513	Danio rerio	7955	29458080
94-26-8	butylparaben	C038091	94-26-8	LIX1	167410	Danio rerio	7955	29458080
94-26-8	butylparaben	C038091	94-26-8	LLGL2	3993	Danio rerio	7955	29458080
94-26-8	butylparaben	C038091	94-26-8	LMO1	4004	Danio rerio	7955	29458080
94-26-8	butylparaben	C038091	94-26-8	LMOD1	25802	Homo sapiens	9606	17121429
94-26-8	butylparaben	C038091	94-26-8	LPIN1	23175	Mus musculus	10090	22956630
94-26-8	butylparaben	C038091	94-26-8	LRIT1A	553943	Danio rerio	7955	29458080
94-26-8	butylparaben	C038091	94-26-8	LRRC29	26231	Homo sapiens	9606	17121429
94-26-8	butylparaben	C038091	94-26-8	LRRC58B	564300	Danio rerio	7955	29458080
94-26-8	butylparaben	C038091	94-26-8	LSM14AA	393397	Danio rerio	7955	29458080
94-26-8	butylparaben	C038091	94-26-8	LTA4H	4048	Danio rerio	7955	29458080
94-26-8	butylparaben	C038091	94-26-8	LTB4R	1241	Danio rerio	7955	29458080
94-26-8	butylparaben	C038091	94-26-8	MAFBB	114463	Danio rerio	7955	29458080
94-26-8	butylparaben	C038091	94-26-8	MAGI2	9863	Rattus norvegicus	10116	25607892
94-26-8	butylparaben	C038091	94-26-8	MALRD1	340895	Danio rerio	7955	29458080
94-26-8	butylparaben	C038091	94-26-8	MAPK1	5594	Homo sapiens	9606	26253279|29319206
94-26-8	butylparaben	C038091	94-26-8	MAPK3	5595	Homo sapiens	9606	26253279|29319206
94-26-8	butylparaben	C038091	94-26-8	MASP1	5648	Homo sapiens	9606	17121429
94-26-8	butylparaben	C038091	94-26-8	MASP2	10747	Danio rerio	7955	29458080
94-26-8	butylparaben	C038091	94-26-8	MAT1A	4143	Danio rerio	7955	29458080
94-26-8	butylparaben	C038091	94-26-8	MATN1	4146	Danio rerio	7955	29458080
94-26-8	butylparaben	C038091	94-26-8	MATN3B	497645	Danio rerio	7955	29458080
94-26-8	butylparaben	C038091	94-26-8	MAVS	57506	Danio rerio	7955	29458080
94-26-8	butylparaben	C038091	94-26-8	MDGA2	161357	Rattus norvegicus	10116	25607892
94-26-8	butylparaben	C038091	94-26-8	MET	4233	Rattus norvegicus	10116	25607892
94-26-8	butylparaben	C038091	94-26-8	MFSD2AA	492810	Danio rerio	7955	29458080
94-26-8	butylparaben	C038091	94-26-8	MFSD8	256471	Danio rerio	7955	29458080
94-26-8	butylparaben	C038091	94-26-8	MGMT	4255	Danio rerio	7955	29458080
94-26-8	butylparaben	C038091	94-26-8	MGST2	4258	Danio rerio	7955	29458080
94-26-8	butylparaben	C038091	94-26-8	MICAL1	64780	Danio rerio	7955	29458080
94-26-8	butylparaben	C038091	94-26-8	MIOX	55586	Danio rerio	7955	29458080
94-26-8	butylparaben	C038091	94-26-8	MIPOL1	145282	Danio rerio	7955	29458080
94-26-8	butylparaben	C038091	94-26-8	MLL2	100512962	Homo sapiens	9606	17121429
94-26-8	butylparaben	C038091	94-26-8	MMP17A	570076	Danio rerio	7955	29458080
94-26-8	butylparaben	C038091	94-26-8	MMP3	4314	Rattus norvegicus	10116	25305543
94-26-8	butylparaben	C038091	94-26-8	MORC3B	445185	Danio rerio	7955	29458080
94-26-8	butylparaben	C038091	94-26-8	MPZL2B	336830	Danio rerio	7955	29458080
94-26-8	butylparaben	C038091	94-26-8	MS4A17C.2	101882189	Danio rerio	7955	29458080
94-26-8	butylparaben	C038091	94-26-8	MSMO1	6307	Danio rerio	7955	29458080
94-26-8	butylparaben	C038091	94-26-8	MSRB2	22921	Danio rerio	7955	29458080
94-26-8	butylparaben	C038091	94-26-8	MST1	4485	Danio rerio	7955	29458080
94-26-8	butylparaben	C038091	94-26-8	MTHFD1A	567587	Danio rerio	7955	29458080
94-26-8	butylparaben	C038091	94-26-8	MTHFD1L	25902	Danio rerio	7955	29458080
94-26-8	butylparaben	C038091	94-26-8	MTNR1AA	30667	Danio rerio	7955	29458080
94-26-8	butylparaben	C038091	94-26-8	MTP	35362	Danio rerio	7955	29458080
94-26-8	butylparaben	C038091	94-26-8	MYC	4609	Homo sapiens	9606	26502914
94-26-8	butylparaben	C038091	94-26-8	MYO15AA	560592	Danio rerio	7955	29458080
94-26-8	butylparaben	C038091	94-26-8	MYO6B	445472	Danio rerio	7955	29458080
94-26-8	butylparaben	C038091	94-26-8	NANSB	492779	Danio rerio	7955	29458080
94-26-8	butylparaben	C038091	94-26-8	NCAM1B	114442	Danio rerio	7955	29458080
94-26-8	butylparaben	C038091	94-26-8	NCOA2	10499	Homo sapiens	9606	23583298
94-26-8	butylparaben	C038091	94-26-8	NF1	4763	Rattus norvegicus	10116	25607892
94-26-8	butylparaben	C038091	94-26-8	NF1B	564518	Danio rerio	7955	29458080
94-26-8	butylparaben	C038091	94-26-8	NF2A	561184	Danio rerio	7955	29458080
94-26-8	butylparaben	C038091	94-26-8	NFATC4	4776	Danio rerio	7955	29458080
94-26-8	butylparaben	C038091	94-26-8	NFE2L1A	405781	Danio rerio	7955	29458080
94-26-8	butylparaben	C038091	94-26-8	NGEF	25791	Danio rerio	7955	29458080
94-26-8	butylparaben	C038091	94-26-8	NITR10A	794686	Danio rerio	7955	29458080
94-26-8	butylparaben	C038091	94-26-8	NLGN1	22871	Rattus norvegicus	10116	25607892
94-26-8	butylparaben	C038091	94-26-8	NME2A	335716	Danio rerio	7955	29458080
94-26-8	butylparaben	C038091	94-26-8	NMRK2	27231	Danio rerio	7955	29458080
94-26-8	butylparaben	C038091	94-26-8	NMU	10874	Danio rerio	7955	29458080
94-26-8	butylparaben	C038091	94-26-8	NOTCH2	4853	Rattus norvegicus	10116	25607892
94-26-8	butylparaben	C038091	94-26-8	NOTCH4	4855	Rattus norvegicus	10116	25607892
94-26-8	butylparaben	C038091	94-26-8	NPAS4A	724016	Danio rerio	7955	29458080
94-26-8	butylparaben	C038091	94-26-8	NPC2	10577	Danio rerio	7955	29458080
94-26-8	butylparaben	C038091	94-26-8	NR1I2	8856	Homo sapiens	9606	31472229
94-26-8	butylparaben	C038091	94-26-8	NR1I2	8856	Rattus norvegicus	10116	31472229
94-26-8	butylparaben	C038091	94-26-8	NR1I2.L	379051	Xenopus laevis	8355	12198127
94-26-8	butylparaben	C038091	94-26-8	NR1I2.S	399017	Xenopus laevis	8355	12198127
94-26-8	butylparaben	C038091	94-26-8	NR1I3	9970	Rattus norvegicus	10116	31472229
94-26-8	butylparaben	C038091	94-26-8	NR3C1	2908	Homo sapiens	9606	25448277
94-26-8	butylparaben	C038091	94-26-8	NR3C1	2908	Mus musculus	10090	22956630|28527915
94-26-8	butylparaben	C038091	94-26-8	NR3C1	2908			22956630
94-26-8	butylparaben	C038091	94-26-8	NR3C2	4306	Danio rerio	7955	29458080
94-26-8	butylparaben	C038091	94-26-8	NR3C2	4306	Rattus norvegicus	10116	25607892
94-26-8	butylparaben	C038091	94-26-8	NR5A1	2516	Rattus norvegicus	10116	27122241
94-26-8	butylparaben	C038091	94-26-8	NR5A1A	83916	Danio rerio	7955	29458080
94-26-8	butylparaben	C038091	94-26-8	NRCAM	4897	Rattus norvegicus	10116	25607892
94-26-8	butylparaben	C038091	94-26-8	NRG1	3084	Homo sapiens	9606	26502914
94-26-8	butylparaben	C038091	94-26-8	NRG1	3084	Rattus norvegicus	10116	25607892
94-26-8	butylparaben	C038091	94-26-8	NRXN1	9378	Rattus norvegicus	10116	25607892
94-26-8	butylparaben	C038091	94-26-8	NRXN2	9379	Rattus norvegicus	10116	25607892
94-26-8	butylparaben	C038091	94-26-8	NT5C3A	51251	Danio rerio	7955	29458080
94-26-8	butylparaben	C038091	94-26-8	NTRK1	4914	Rattus norvegicus	10116	25607892
94-26-8	butylparaben	C038091	94-26-8	NTRK2	4915	Rattus norvegicus	10116	25607892
94-26-8	butylparaben	C038091	94-26-8	NTRK3	4916	Rattus norvegicus	10116	25607892
94-26-8	butylparaben	C038091	94-26-8	NUDT17	200035	Danio rerio	7955	29458080
94-26-8	butylparaben	C038091	94-26-8	NXPH3	11248	Rattus norvegicus	10116	25607892
94-26-8	butylparaben	C038091	94-26-8	ODC1	4953	Danio rerio	7955	29458080
94-26-8	butylparaben	C038091	94-26-8	OLFCS1	564219	Danio rerio	7955	29458080
94-26-8	butylparaben	C038091	94-26-8	OPN1LW2	436716	Danio rerio	7955	29458080
94-26-8	butylparaben	C038091	94-26-8	OR119-2	554777	Danio rerio	7955	29458080
94-26-8	butylparaben	C038091	94-26-8	OSBPL3A	447908	Danio rerio	7955	29458080
94-26-8	butylparaben	C038091	94-26-8	OTOF	9381	Homo sapiens	9606	17121429
94-26-8	butylparaben	C038091	94-26-8	OXT	5020	Danio rerio	7955	29458080
94-26-8	butylparaben	C038091	94-26-8	PAMR1	25891	Danio rerio	7955	29458080
94-26-8	butylparaben	C038091	94-26-8	PAQR5A	393156	Danio rerio	7955	29458080
94-26-8	butylparaben	C038091	94-26-8	PBLD2	67307	Danio rerio	7955	29458080
94-26-8	butylparaben	C038091	94-26-8	PCDH10A	259186	Danio rerio	7955	29458080
94-26-8	butylparaben	C038091	94-26-8	PCDH12	51294	Danio rerio	7955	29458080
94-26-8	butylparaben	C038091	94-26-8	PCDHA3	56145	Homo sapiens	9606	17121429
94-26-8	butylparaben	C038091	94-26-8	PCDHGC3	5098	Homo sapiens	9606	17121429
94-26-8	butylparaben	C038091	94-26-8	PCK2	5106	Danio rerio	7955	29458080
94-26-8	butylparaben	C038091	94-26-8	PCMT	30751	Danio rerio	7955	29458080
94-26-8	butylparaben	C038091	94-26-8	PCXB	58068	Danio rerio	7955	29458080
94-26-8	butylparaben	C038091	94-26-8	PDE11A	50940	Danio rerio	7955	29458080
94-26-8	butylparaben	C038091	94-26-8	PDE3A	5139	Danio rerio	7955	29458080
94-26-8	butylparaben	C038091	94-26-8	PDE6H	5149	Danio rerio	7955	29458080
94-26-8	butylparaben	C038091	94-26-8	PEX14	5195	Homo sapiens	9606	17121429
94-26-8	butylparaben	C038091	94-26-8	PFKFB4B	386663	Danio rerio	7955	29458080
94-26-8	butylparaben	C038091	94-26-8	PGR	5241	Homo sapiens	9606	17121429|23524099|25128701|29074358
94-26-8	butylparaben	C038091	94-26-8	PGR	5241	Rattus norvegicus	10116	19654335|25607892
94-26-8	butylparaben	C038091	94-26-8	PHLPP1	23239	Danio rerio	7955	29458080
94-26-8	butylparaben	C038091	94-26-8	PI4KA	5297	Homo sapiens	9606	17121429
94-26-8	butylparaben	C038091	94-26-8	PIGN	23556	Danio rerio	7955	29458080
94-26-8	butylparaben	C038091	94-26-8	PIK3R3A	406311	Danio rerio	7955	29458080
94-26-8	butylparaben	C038091	94-26-8	PIMR173	563895	Danio rerio	7955	29458080
94-26-8	butylparaben	C038091	94-26-8	PIMR196	100002495	Danio rerio	7955	29458080
94-26-8	butylparaben	C038091	94-26-8	PIMR201	100000036	Danio rerio	7955	29458080
94-26-8	butylparaben	C038091	94-26-8	PIMR51	100006181	Danio rerio	7955	29458080
94-26-8	butylparaben	C038091	94-26-8	PIMR75	100034539	Danio rerio	7955	29458080
94-26-8	butylparaben	C038091	94-26-8	PLA2G12B	84647	Danio rerio	7955	29458080
94-26-8	butylparaben	C038091	94-26-8	PLA2G15	23659	Danio rerio	7955	29458080
94-26-8	butylparaben	C038091	94-26-8	PLAAT1	57110	Danio rerio	7955	29458080
94-26-8	butylparaben	C038091	94-26-8	PLAUB	100538108	Danio rerio	7955	29458080
94-26-8	butylparaben	C038091	94-26-8	PLG	5340	Danio rerio	7955	29458080
94-26-8	butylparaben	C038091	94-26-8	PLIN1	5346	Mus musculus	10090	22956630|28527915
94-26-8	butylparaben	C038091	94-26-8	PNP4B	402940	Danio rerio	7955	29458080
94-26-8	butylparaben	C038091	94-26-8	POC1BL	503760	Danio rerio	7955	29458080
94-26-8	butylparaben	C038091	94-26-8	PONZR3	100004954	Danio rerio	7955	29458080
94-26-8	butylparaben	C038091	94-26-8	PONZR4	557748	Danio rerio	7955	29458080
94-26-8	butylparaben	C038091	94-26-8	PPARA	5465	Rattus norvegicus	10116	31472229
94-26-8	butylparaben	C038091	94-26-8	PPARG	5468	Homo sapiens	9606	22956630|24155963
94-26-8	butylparaben	C038091	94-26-8	PPARG	5468	Mus musculus	10090	22956630|24155963|27659731|28527915
94-26-8	butylparaben	C038091	94-26-8	PPCDC	60490	Danio rerio	7955	29458080
94-26-8	butylparaben	C038091	94-26-8	PRDM2B	797296	Danio rerio	7955	29458080
94-26-8	butylparaben	C038091	94-26-8	PREPL	9581	Danio rerio	7955	29458080
94-26-8	butylparaben	C038091	94-26-8	PRG4A	336351	Danio rerio	7955	29458080
94-26-8	butylparaben	C038091	94-26-8	PRG4B	553377	Danio rerio	7955	29458080
94-26-8	butylparaben	C038091	94-26-8	PRKCG	5582	Danio rerio	7955	29458080
94-26-8	butylparaben	C038091	94-26-8	PRKN	5071	Rattus norvegicus	10116	25607892
94-26-8	butylparaben	C038091	94-26-8	PRLHR2A	654782	Danio rerio	7955	29458080
