# Input	ChemicalName	ChemicalId	CasRN	GeneSymbol	GeneId	Organism	OrganismId	PubMedIds
106-99-0	"1,3-butadiene"	C031763	106-99-0	DAGLA	747	Mus musculus	10090	29038090
106-99-0	"1,3-butadiene"	C031763	106-99-0	DAW1	164781	Mus musculus	10090	29038090
106-99-0	"1,3-butadiene"	C031763	106-99-0	DCLK2	166614	Mus musculus	10090	29038090
106-99-0	"1,3-butadiene"	C031763	106-99-0	DDIAS	220042	Mus musculus	10090	29038090
106-99-0	"1,3-butadiene"	C031763	106-99-0	DDO	8528	Mus musculus	10090	29038090
106-99-0	"1,3-butadiene"	C031763	106-99-0	DENND1C	79958	Mus musculus	10090	29038090
106-99-0	"1,3-butadiene"	C031763	106-99-0	DENND4B	9909	Mus musculus	10090	29038090
106-99-0	"1,3-butadiene"	C031763	106-99-0	DMGDH	29958	Mus musculus	10090	29038090
106-99-0	"1,3-butadiene"	C031763	106-99-0	DNAH8	1769	Mus musculus	10090	29038090
106-99-0	"1,3-butadiene"	C031763	106-99-0	DNAJB11	51726	Mus musculus	10090	21147608
106-99-0	"1,3-butadiene"	C031763	106-99-0	DNAJB3	414061	Mus musculus	10090	29038090
106-99-0	"1,3-butadiene"	C031763	106-99-0	DNASE1L3	1776	Mus musculus	10090	29038090
106-99-0	"1,3-butadiene"	C031763	106-99-0	DNMT1	1786	Mus musculus	10090	21147608|25237060|30552462
106-99-0	"1,3-butadiene"	C031763	106-99-0	DNMT3A	1788	Mus musculus	10090	25237060|30552462
106-99-0	"1,3-butadiene"	C031763	106-99-0	DNMT3B	1789	Mus musculus	10090	30552462
106-99-0	"1,3-butadiene"	C031763	106-99-0	DNMT3L	29947	Mus musculus	10090	29038090
106-99-0	"1,3-butadiene"	C031763	106-99-0	DOC2B	8447	Mus musculus	10090	29038090
106-99-0	"1,3-butadiene"	C031763	106-99-0	DOCK11	139818	Mus musculus	10090	29038090
106-99-0	"1,3-butadiene"	C031763	106-99-0	DOCK2	1794	Mus musculus	10090	29038090
106-99-0	"1,3-butadiene"	C031763	106-99-0	DOCK8	81704	Mus musculus	10090	29038090
106-99-0	"1,3-butadiene"	C031763	106-99-0	DOK3	79930	Mus musculus	10090	29038090
106-99-0	"1,3-butadiene"	C031763	106-99-0	DOT1L	84444	Mus musculus	10090	29038090
106-99-0	"1,3-butadiene"	C031763	106-99-0	DPYS	1807	Mus musculus	10090	29038090
106-99-0	"1,3-butadiene"	C031763	106-99-0	DRC1	92749	Mus musculus	10090	29038090
106-99-0	"1,3-butadiene"	C031763	106-99-0	DTX1	1840	Mus musculus	10090	29038090
106-99-0	"1,3-butadiene"	C031763	106-99-0	DUSP1	1843	Mus musculus	10090	29038090
106-99-0	"1,3-butadiene"	C031763	106-99-0	DUSP2	1844	Mus musculus	10090	29038090
106-99-0	"1,3-butadiene"	C031763	106-99-0	DVL3	1857	Mus musculus	10090	29038090
106-99-0	"1,3-butadiene"	C031763	106-99-0	EBF1	1879	Mus musculus	10090	29038090
106-99-0	"1,3-butadiene"	C031763	106-99-0	EBI3	10148	Mus musculus	10090	29038090
106-99-0	"1,3-butadiene"	C031763	106-99-0	ECT2	1894	Mus musculus	10090	29038090
106-99-0	"1,3-butadiene"	C031763	106-99-0	ECT2L	345930	Mus musculus	10090	29038090
106-99-0	"1,3-butadiene"	C031763	106-99-0	EDA2R	60401	Mus musculus	10090	29038090
106-99-0	"1,3-butadiene"	C031763	106-99-0	EDARADD	128178	Mus musculus	10090	29038090
106-99-0	"1,3-butadiene"	C031763	106-99-0	EDN1	1906	Mus musculus	10090	29038090
106-99-0	"1,3-butadiene"	C031763	106-99-0	EFNA3	1944	Mus musculus	10090	29038090
106-99-0	"1,3-butadiene"	C031763	106-99-0	EFNA5	1946	Mus musculus	10090	29038090
106-99-0	"1,3-butadiene"	C031763	106-99-0	EGFEM1	75740	Mus musculus	10090	29038090
106-99-0	"1,3-butadiene"	C031763	106-99-0	EGR1	1958	Mus musculus	10090	29038090
106-99-0	"1,3-butadiene"	C031763	106-99-0	EGR3	1960	Mus musculus	10090	29038090
106-99-0	"1,3-butadiene"	C031763	106-99-0	EID3	493861	Mus musculus	10090	29038090
106-99-0	"1,3-butadiene"	C031763	106-99-0	EIF4EBP2	1979	Mus musculus	10090	29038090
106-99-0	"1,3-butadiene"	C031763	106-99-0	ELF4	2000	Mus musculus	10090	29038090
106-99-0	"1,3-butadiene"	C031763	106-99-0	ELL3	80237	Mus musculus	10090	29038090
106-99-0	"1,3-butadiene"	C031763	106-99-0	EMR4	611665	Mus musculus	10090	29038090
106-99-0	"1,3-butadiene"	C031763	106-99-0	ENPP1	5167	Mus musculus	10090	29038090
106-99-0	"1,3-butadiene"	C031763	106-99-0	ENPP3	5169	Mus musculus	10090	29038090
106-99-0	"1,3-butadiene"	C031763	106-99-0	EPHX1	2052	Homo sapiens	9606	11238181|12605384|15716486
106-99-0	"1,3-butadiene"	C031763	106-99-0	EPHX1	2052	Mus musculus	10090	12929123|16730686
106-99-0	"1,3-butadiene"	C031763	106-99-0	ESCO2	157570	Mus musculus	10090	29038090
106-99-0	"1,3-butadiene"	C031763	106-99-0	ETL4	100144434	Mus musculus	10090	29038090
106-99-0	"1,3-butadiene"	C031763	106-99-0	EVI2	101488212	Mus musculus	10090	29038090
106-99-0	"1,3-butadiene"	C031763	106-99-0	EVI2B	2124	Mus musculus	10090	29038090
106-99-0	"1,3-butadiene"	C031763	106-99-0	EZH2	2146	Mus musculus	10090	25237060
106-99-0	"1,3-butadiene"	C031763	106-99-0	F12	2161	Mus musculus	10090	29038090
106-99-0	"1,3-butadiene"	C031763	106-99-0	F2	2147	Mus musculus	10090	29038090
106-99-0	"1,3-butadiene"	C031763	106-99-0	F5	2153	Mus musculus	10090	29038090
106-99-0	"1,3-butadiene"	C031763	106-99-0	F9	2158	Mus musculus	10090	29038090
106-99-0	"1,3-butadiene"	C031763	106-99-0	FABP1	2168	Mus musculus	10090	29038090
106-99-0	"1,3-butadiene"	C031763	106-99-0	FAM107A	11170	Mus musculus	10090	29038090
106-99-0	"1,3-butadiene"	C031763	106-99-0	FAM180A	389558	Mus musculus	10090	29038090
106-99-0	"1,3-butadiene"	C031763	106-99-0	FAM189B	10712	Mus musculus	10090	29038090
106-99-0	"1,3-butadiene"	C031763	106-99-0	FAM3B	54097	Mus musculus	10090	29038090
106-99-0	"1,3-butadiene"	C031763	106-99-0	FAM65B	421003	Mus musculus	10090	29038090
106-99-0	"1,3-butadiene"	C031763	106-99-0	FAM78A	286336	Mus musculus	10090	29038090
106-99-0	"1,3-butadiene"	C031763	106-99-0	FAS	355	Mus musculus	10090	29038090
106-99-0	"1,3-butadiene"	C031763	106-99-0	FASN	2194	Mus musculus	10090	21147608
106-99-0	"1,3-butadiene"	C031763	106-99-0	FBN2	2201	Mus musculus	10090	29038090
106-99-0	"1,3-butadiene"	C031763	106-99-0	FBRS	64319	Mus musculus	10090	29038090
106-99-0	"1,3-butadiene"	C031763	106-99-0	FBXL7	23194	Mus musculus	10090	29038090
106-99-0	"1,3-butadiene"	C031763	106-99-0	FCER2A	14128	Mus musculus	10090	29038090
106-99-0	"1,3-butadiene"	C031763	106-99-0	FCHO1	23149	Mus musculus	10090	29038090
106-99-0	"1,3-butadiene"	C031763	106-99-0	FCMR	9214	Mus musculus	10090	29038090
106-99-0	"1,3-butadiene"	C031763	106-99-0	FCRL1	115350	Mus musculus	10090	29038090
106-99-0	"1,3-butadiene"	C031763	106-99-0	FCRLA	84824	Mus musculus	10090	29038090
106-99-0	"1,3-butadiene"	C031763	106-99-0	FGA	2243	Mus musculus	10090	29038090
106-99-0	"1,3-butadiene"	C031763	106-99-0	FGB	2244	Mus musculus	10090	29038090
106-99-0	"1,3-butadiene"	C031763	106-99-0	FGD2	221472	Mus musculus	10090	29038090
106-99-0	"1,3-butadiene"	C031763	106-99-0	FGD3	89846	Mus musculus	10090	29038090
106-99-0	"1,3-butadiene"	C031763	106-99-0	FGF13	2258	Mus musculus	10090	29038090
106-99-0	"1,3-butadiene"	C031763	106-99-0	FGF18	8817	Mus musculus	10090	29038090
106-99-0	"1,3-butadiene"	C031763	106-99-0	FGFBP1	9982	Mus musculus	10090	29038090
106-99-0	"1,3-butadiene"	C031763	106-99-0	FGFR4	2264	Mus musculus	10090	29038090
106-99-0	"1,3-butadiene"	C031763	106-99-0	FGG	2266	Mus musculus	10090	29038090
106-99-0	"1,3-butadiene"	C031763	106-99-0	FGR	2268	Mus musculus	10090	29038090
106-99-0	"1,3-butadiene"	C031763	106-99-0	FIBIN	387758	Mus musculus	10090	29038090
106-99-0	"1,3-butadiene"	C031763	106-99-0	FJX1	24147	Mus musculus	10090	29038090
106-99-0	"1,3-butadiene"	C031763	106-99-0	FKBP14	55033	Mus musculus	10090	29038090
106-99-0	"1,3-butadiene"	C031763	106-99-0	FKBP5	2289	Mus musculus	10090	29038090
106-99-0	"1,3-butadiene"	C031763	106-99-0	FLRT1	23769	Mus musculus	10090	29038090
106-99-0	"1,3-butadiene"	C031763	106-99-0	FMNL1	752	Mus musculus	10090	29038090
106-99-0	"1,3-butadiene"	C031763	106-99-0	FMO2	2327	Mus musculus	10090	29038090
106-99-0	"1,3-butadiene"	C031763	106-99-0	FMO4	2329	Mus musculus	10090	29038090
106-99-0	"1,3-butadiene"	C031763	106-99-0	FNDC9	408263	Mus musculus	10090	29038090
106-99-0	"1,3-butadiene"	C031763	106-99-0	FOS	2353	Mus musculus	10090	29038090
106-99-0	"1,3-butadiene"	C031763	106-99-0	FOSB	2354	Mus musculus	10090	29038090
106-99-0	"1,3-butadiene"	C031763	106-99-0	FOXA1	3169	Mus musculus	10090	29038090
106-99-0	"1,3-butadiene"	C031763	106-99-0	FOXC1	2296	Mus musculus	10090	29038090
106-99-0	"1,3-butadiene"	C031763	106-99-0	FOXF2	2295	Mus musculus	10090	29038090
106-99-0	"1,3-butadiene"	C031763	106-99-0	FOXK1	221937	Mus musculus	10090	29038090
106-99-0	"1,3-butadiene"	C031763	106-99-0	FOXO1	2308	Mus musculus	10090	29038090
106-99-0	"1,3-butadiene"	C031763	106-99-0	FOXO6	100132074	Mus musculus	10090	29038090
106-99-0	"1,3-butadiene"	C031763	106-99-0	FOXP4	116113	Mus musculus	10090	29038090
106-99-0	"1,3-butadiene"	C031763	106-99-0	FRMD5	84978	Mus musculus	10090	29038090
106-99-0	"1,3-butadiene"	C031763	106-99-0	FSCN1	6624	Mus musculus	10090	29038090
106-99-0	"1,3-butadiene"	C031763	106-99-0	FST	10468	Mus musculus	10090	29038090
106-99-0	"1,3-butadiene"	C031763	106-99-0	FSTL4	23105	Mus musculus	10090	29038090
106-99-0	"1,3-butadiene"	C031763	106-99-0	FTCD	10841	Mus musculus	10090	29038090
106-99-0	"1,3-butadiene"	C031763	106-99-0	FUS	2521	Mus musculus	10090	29038090
106-99-0	"1,3-butadiene"	C031763	106-99-0	FXYD2	486	Mus musculus	10090	29038090
106-99-0	"1,3-butadiene"	C031763	106-99-0	FYB	23880	Mus musculus	10090	29038090
106-99-0	"1,3-butadiene"	C031763	106-99-0	G6PC	2538	Mus musculus	10090	29038090
106-99-0	"1,3-butadiene"	C031763	106-99-0	GAPT	202309	Mus musculus	10090	29038090
106-99-0	"1,3-butadiene"	C031763	106-99-0	GATA3	2625	Mus musculus	10090	29038090
106-99-0	"1,3-butadiene"	C031763	106-99-0	GATA5	140628	Mus musculus	10090	29038090
106-99-0	"1,3-butadiene"	C031763	106-99-0	GBP5	115362	Mus musculus	10090	29038090
106-99-0	"1,3-butadiene"	C031763	106-99-0	GBP9	236573	Mus musculus	10090	29038090
106-99-0	"1,3-butadiene"	C031763	106-99-0	GC	2638	Mus musculus	10090	29038090
106-99-0	"1,3-butadiene"	C031763	106-99-0	GCGR	2642	Mus musculus	10090	29038090
106-99-0	"1,3-butadiene"	C031763	106-99-0	GCLC	2729	Mus musculus	10090	29038090
106-99-0	"1,3-butadiene"	C031763	106-99-0	GCLM	2730	Mus musculus	10090	29038090
106-99-0	"1,3-butadiene"	C031763	106-99-0	GDF15	9518	Mus musculus	10090	29038090
106-99-0	"1,3-butadiene"	C031763	106-99-0	GDNF	2668	Mus musculus	10090	29038090
106-99-0	"1,3-butadiene"	C031763	106-99-0	GDPD1	284161	Mus musculus	10090	29038090
106-99-0	"1,3-butadiene"	C031763	106-99-0	GFRA2	2675	Mus musculus	10090	29038090
106-99-0	"1,3-butadiene"	C031763	106-99-0	GGT1	2678	Mus musculus	10090	29038090
106-99-0	"1,3-butadiene"	C031763	106-99-0	GIGYF1	64599	Mus musculus	10090	29038090
106-99-0	"1,3-butadiene"	C031763	106-99-0	GIMAP3	83408	Mus musculus	10090	29038090
106-99-0	"1,3-butadiene"	C031763	106-99-0	GIMAP7	168537	Mus musculus	10090	29038090
106-99-0	"1,3-butadiene"	C031763	106-99-0	GIPC3	126326	Mus musculus	10090	29038090
106-99-0	"1,3-butadiene"	C031763	106-99-0	GJB1	2705	Mus musculus	10090	29038090
106-99-0	"1,3-butadiene"	C031763	106-99-0	GLTSCR1	101752191	Mus musculus	10090	29038090
106-99-0	"1,3-butadiene"	C031763	106-99-0	GLUL	2752	Mus musculus	10090	29038090
106-99-0	"1,3-butadiene"	C031763	106-99-0	GLYAT	10249	Mus musculus	10090	29038090
106-99-0	"1,3-butadiene"	C031763	106-99-0	GLYCTK	132158	Mus musculus	10090	29038090
106-99-0	"1,3-butadiene"	C031763	106-99-0	GPR132	29933	Mus musculus	10090	29038090
106-99-0	"1,3-butadiene"	C031763	106-99-0	GPR137C	283554	Mus musculus	10090	29038090
106-99-0	"1,3-butadiene"	C031763	106-99-0	GPR141	353345	Mus musculus	10090	29038090
106-99-0	"1,3-butadiene"	C031763	106-99-0	GPR146	115330	Mus musculus	10090	29038090
106-99-0	"1,3-butadiene"	C031763	106-99-0	GPR156	165829	Mus musculus	10090	29038090
106-99-0	"1,3-butadiene"	C031763	106-99-0	GPR171	29909	Mus musculus	10090	29038090
106-99-0	"1,3-butadiene"	C031763	106-99-0	GPR174	84636	Mus musculus	10090	29038090
106-99-0	"1,3-butadiene"	C031763	106-99-0	GPR18	2841	Mus musculus	10090	29038090
106-99-0	"1,3-butadiene"	C031763	106-99-0	GPR183	1880	Mus musculus	10090	29038090
106-99-0	"1,3-butadiene"	C031763	106-99-0	GPR35	2859	Mus musculus	10090	29038090
106-99-0	"1,3-butadiene"	C031763	106-99-0	GPRC6A	222545	Mus musculus	10090	29038090
106-99-0	"1,3-butadiene"	C031763	106-99-0	GPX2	2877	Mus musculus	10090	29038090
106-99-0	"1,3-butadiene"	C031763	106-99-0	GRAP2	9402	Mus musculus	10090	29038090
106-99-0	"1,3-butadiene"	C031763	106-99-0	GREM1	26585	Mus musculus	10090	29038090
106-99-0	"1,3-butadiene"	C031763	106-99-0	GRHL1	29841	Mus musculus	10090	29038090
106-99-0	"1,3-butadiene"	C031763	106-99-0	GSE1	23199	Mus musculus	10090	29038090
106-99-0	"1,3-butadiene"	C031763	106-99-0	GSTA3	2940	Mus musculus	10090	29038090
106-99-0	"1,3-butadiene"	C031763	106-99-0	GSTM1	2944	Homo sapiens	9606	11238181
106-99-0	"1,3-butadiene"	C031763	106-99-0	GSTM1	2944	Mus musculus	10090	29038090
106-99-0	"1,3-butadiene"	C031763	106-99-0	GSTP1	2950	Mus musculus	10090	29038090
106-99-0	"1,3-butadiene"	C031763	106-99-0	GSTP2	14869	Mus musculus	10090	29038090
106-99-0	"1,3-butadiene"	C031763	106-99-0	GSTT1	2952	Homo sapiens	9606	11238181|16949064
106-99-0	"1,3-butadiene"	C031763	106-99-0	GTSE1	51512	Mus musculus	10090	29038090
106-99-0	"1,3-butadiene"	C031763	106-99-0	GULO	268756	Mus musculus	10090	29038090
106-99-0	"1,3-butadiene"	C031763	106-99-0	GYPA	2993	Mus musculus	10090	29038090
106-99-0	"1,3-butadiene"	C031763	106-99-0	H2-AB1	14961	Mus musculus	10090	29038090
106-99-0	"1,3-butadiene"	C031763	106-99-0	H2BC18	440689	Mus musculus	10090	29038090
106-99-0	"1,3-butadiene"	C031763	106-99-0	H2-DMB2	15000	Mus musculus	10090	29038090
106-99-0	"1,3-butadiene"	C031763	106-99-0	H2-OA	15001	Mus musculus	10090	29038090
106-99-0	"1,3-butadiene"	C031763	106-99-0	H2-OB	15002	Mus musculus	10090	29038090
106-99-0	"1,3-butadiene"	C031763	106-99-0	H2-Q10	15007	Mus musculus	10090	29038090
106-99-0	"1,3-butadiene"	C031763	106-99-0	HAAO	23498	Mus musculus	10090	29038090
106-99-0	"1,3-butadiene"	C031763	106-99-0	HAS2	3037	Mus musculus	10090	29038090
106-99-0	"1,3-butadiene"	C031763	106-99-0	HDAC7	51564	Mus musculus	10090	29038090
106-99-0	"1,3-butadiene"	C031763	106-99-0	HECW2	57520	Mus musculus	10090	29038090
106-99-0	"1,3-butadiene"	C031763	106-99-0	HEPACAM2	253012	Mus musculus	10090	29038090
106-99-0	"1,3-butadiene"	C031763	106-99-0	HEYL	26508	Mus musculus	10090	29038090
106-99-0	"1,3-butadiene"	C031763	106-99-0	HGD	3081	Mus musculus	10090	29038090
106-99-0	"1,3-butadiene"	C031763	106-99-0	HHEX	3087	Mus musculus	10090	29038090
106-99-0	"1,3-butadiene"	C031763	106-99-0	HIC1	3090	Mus musculus	10090	29038090
106-99-0	"1,3-butadiene"	C031763	106-99-0	HIF3A	64344	Mus musculus	10090	29038090
106-99-0	"1,3-butadiene"	C031763	106-99-0	HIPK2	28996	Mus musculus	10090	29038090
106-99-0	"1,3-butadiene"	C031763	106-99-0	HIVEP3	59269	Mus musculus	10090	29038090
106-99-0	"1,3-butadiene"	C031763	106-99-0	HLX	3142	Mus musculus	10090	29038090
106-99-0	"1,3-butadiene"	C031763	106-99-0	HMMR	3161	Mus musculus	10090	29038090
106-99-0	"1,3-butadiene"	C031763	106-99-0	HMOX1	3162	Mus musculus	10090	21147608|29038090
106-99-0	"1,3-butadiene"	C031763	106-99-0	HNF1B	6928	Mus musculus	10090	29038090
106-99-0	"1,3-butadiene"	C031763	106-99-0	HNF4A	3172	Mus musculus	10090	29038090
106-99-0	"1,3-butadiene"	C031763	106-99-0	HOXA3	3200	Mus musculus	10090	29038090
106-99-0	"1,3-butadiene"	C031763	106-99-0	HPGD	3248	Mus musculus	10090	29038090
106-99-0	"1,3-butadiene"	C031763	106-99-0	HPRT1	3251	Homo sapiens	9606	20853577
106-99-0	"1,3-butadiene"	C031763	106-99-0	HPRT1	3251	Mus musculus	10090	20017413|20974116
106-99-0	"1,3-butadiene"	C031763	106-99-0	HPRT1	3251	Rattus norvegicus	10116	20017413|20974116
106-99-0	"1,3-butadiene"	C031763	106-99-0	HPX	3263	Mus musculus	10090	29038090
106-99-0	"1,3-butadiene"	C031763	106-99-0	HRAS	3265	Mus musculus	10090	11397402
106-99-0	"1,3-butadiene"	C031763	106-99-0	HRG	3273	Mus musculus	10090	29038090
106-99-0	"1,3-butadiene"	C031763	106-99-0	HSD17B13	345275	Mus musculus	10090	29038090
106-99-0	"1,3-butadiene"	C031763	106-99-0	HSD3B5	15496	Mus musculus	10090	29038090
106-99-0	"1,3-butadiene"	C031763	106-99-0	HSH2D	84941	Mus musculus	10090	29038090
106-99-0	"1,3-butadiene"	C031763	106-99-0	HSPG2	3339	Mus musculus	10090	29038090
106-99-0	"1,3-butadiene"	C031763	106-99-0	HTR7	3363	Mus musculus	10090	29038090
106-99-0	"1,3-butadiene"	C031763	106-99-0	HTRA3	94031	Mus musculus	10090	29038090
106-99-0	"1,3-butadiene"	C031763	106-99-0	HTRA4	203100	Mus musculus	10090	29038090
106-99-0	"1,3-butadiene"	C031763	106-99-0	IDO1	3620	Mus musculus	10090	29038090
106-99-0	"1,3-butadiene"	C031763	106-99-0	IFI203	15950	Mus musculus	10090	29038090
106-99-0	"1,3-butadiene"	C031763	106-99-0	IFI213	623121	Mus musculus	10090	29038090
106-99-0	"1,3-butadiene"	C031763	106-99-0	IFI214	545384	Mus musculus	10090	29038090
106-99-0	"1,3-butadiene"	C031763	106-99-0	IFI47	15953	Mus musculus	10090	29038090
106-99-0	"1,3-butadiene"	C031763	106-99-0	IGF2	3481	Mus musculus	10090	29038090
106-99-0	"1,3-butadiene"	C031763	106-99-0	IGF2BP1	10642	Mus musculus	10090	29038090
106-99-0	"1,3-butadiene"	C031763	106-99-0	IGFALS	3483	Mus musculus	10090	21147608
106-99-0	"1,3-butadiene"	C031763	106-99-0	IGFBP3	3486	Mus musculus	10090	29038090
106-99-0	"1,3-butadiene"	C031763	106-99-0	IKZF1	10320	Mus musculus	10090	29038090
106-99-0	"1,3-butadiene"	C031763	106-99-0	IKZF3	22806	Mus musculus	10090	29038090
106-99-0	"1,3-butadiene"	C031763	106-99-0	IL10RA	3587	Mus musculus	10090	29038090
106-99-0	"1,3-butadiene"	C031763	106-99-0	IL11RA2	16158	Mus musculus	10090	29038090
106-99-0	"1,3-butadiene"	C031763	106-99-0	IL17RA	23765	Mus musculus	10090	29038090
106-99-0	"1,3-butadiene"	C031763	106-99-0	IL1B	3553	Mus musculus	10090	29038090
106-99-0	"1,3-butadiene"	C031763	106-99-0	IL1F9	215257	Mus musculus	10090	29038090
106-99-0	"1,3-butadiene"	C031763	106-99-0	IL21R	50615	Mus musculus	10090	29038090
106-99-0	"1,3-butadiene"	C031763	106-99-0	IL27RA	9466	Mus musculus	10090	29038090
106-99-0	"1,3-butadiene"	C031763	106-99-0	IL4I1	259307	Mus musculus	10090	29038090
106-99-0	"1,3-butadiene"	C031763	106-99-0	IL5RA	3568	Mus musculus	10090	29038090
106-99-0	"1,3-butadiene"	C031763	106-99-0	INPP5J	27124	Mus musculus	10090	29038090
106-99-0	"1,3-butadiene"	C031763	106-99-0	INSL3	3640	Mus musculus	10090	29038090
106-99-0	"1,3-butadiene"	C031763	106-99-0	INSYN2B	100131897	Mus musculus	10090	29038090
106-99-0	"1,3-butadiene"	C031763	106-99-0	IPCEF1	26034	Mus musculus	10090	29038090
106-99-0	"1,3-butadiene"	C031763	106-99-0	IQGAP2	10788	Mus musculus	10090	29038090
106-99-0	"1,3-butadiene"	C031763	106-99-0	IQGAP3	128239	Mus musculus	10090	29038090
106-99-0	"1,3-butadiene"	C031763	106-99-0	IQSEC2	23096	Mus musculus	10090	29038090
106-99-0	"1,3-butadiene"	C031763	106-99-0	IRF2	3660	Mus musculus	10090	29038090
106-99-0	"1,3-butadiene"	C031763	106-99-0	IRF4	3662	Mus musculus	10090	29038090
106-99-0	"1,3-butadiene"	C031763	106-99-0	IRF5	3663	Mus musculus	10090	29038090
106-99-0	"1,3-butadiene"	C031763	106-99-0	IRF8	3394	Mus musculus	10090	29038090
106-99-0	"1,3-butadiene"	C031763	106-99-0	IRS1	3667	Mus musculus	10090	29038090
106-99-0	"1,3-butadiene"	C031763	106-99-0	ITGA4	3676	Mus musculus	10090	29038090
106-99-0	"1,3-butadiene"	C031763	106-99-0	ITGAE	3682	Mus musculus	10090	29038090
106-99-0	"1,3-butadiene"	C031763	106-99-0	ITGAL	3683	Mus musculus	10090	29038090
106-99-0	"1,3-butadiene"	C031763	106-99-0	ITGB7	3695	Mus musculus	10090	29038090
106-99-0	"1,3-butadiene"	C031763	106-99-0	ITK	3702	Mus musculus	10090	29038090
106-99-0	"1,3-butadiene"	C031763	106-99-0	JAKMIP1	152789	Mus musculus	10090	29038090
106-99-0	"1,3-butadiene"	C031763	106-99-0	JDP2	122953	Mus musculus	10090	29038090
106-99-0	"1,3-butadiene"	C031763	106-99-0	JPH2	57158	Mus musculus	10090	29038090
106-99-0	"1,3-butadiene"	C031763	106-99-0	JPX	554203	Mus musculus	10090	29038090
106-99-0	"1,3-butadiene"	C031763	106-99-0	JUNB	3726	Mus musculus	10090	29038090
106-99-0	"1,3-butadiene"	C031763	106-99-0	KAT2B	8850	Mus musculus	10090	25237060
106-99-0	"1,3-butadiene"	C031763	106-99-0	KAT8	84148	Mus musculus	10090	25237060
106-99-0	"1,3-butadiene"	C031763	106-99-0	KCNA3	3738	Mus musculus	10090	29038090
106-99-0	"1,3-butadiene"	C031763	106-99-0	KCNAB2	8514	Mus musculus	10090	29038090
106-99-0	"1,3-butadiene"	C031763	106-99-0	KCNC3	3748	Mus musculus	10090	29038090
106-99-0	"1,3-butadiene"	C031763	106-99-0	KCNH2	3757	Mus musculus	10090	29038090
106-99-0	"1,3-butadiene"	C031763	106-99-0	KCNK1	3775	Mus musculus	10090	29038090
106-99-0	"1,3-butadiene"	C031763	106-99-0	KCNMA1	3778	Mus musculus	10090	29038090
106-99-0	"1,3-butadiene"	C031763	106-99-0	KCNMB1	3779	Mus musculus	10090	29038090
106-99-0	"1,3-butadiene"	C031763	106-99-0	KCNN4	3783	Mus musculus	10090	29038090
106-99-0	"1,3-butadiene"	C031763	106-99-0	KDM4A	9682	Mus musculus	10090	21147608
106-99-0	"1,3-butadiene"	C031763	106-99-0	KDM6B	23135	Mus musculus	10090	29038090
106-99-0	"1,3-butadiene"	C031763	106-99-0	KIF18A	81930	Mus musculus	10090	29038090
106-99-0	"1,3-butadiene"	C031763	106-99-0	KIF18B	146909	Mus musculus	10090	29038090
106-99-0	"1,3-butadiene"	C031763	106-99-0	KIF21B	23046	Mus musculus	10090	29038090
106-99-0	"1,3-butadiene"	C031763	106-99-0	KIF2C	11004	Mus musculus	10090	29038090
106-99-0	"1,3-butadiene"	C031763	106-99-0	KLF15	28999	Mus musculus	10090	29038090
106-99-0	"1,3-butadiene"	C031763	106-99-0	KLF2	10365	Mus musculus	10090	29038090
106-99-0	"1,3-butadiene"	C031763	106-99-0	KLF9	687	Mus musculus	10090	29038090
106-99-0	"1,3-butadiene"	C031763	106-99-0	KLHL14	57565	Mus musculus	10090	29038090
106-99-0	"1,3-butadiene"	C031763	106-99-0	KLHL2	11275	Mus musculus	10090	29038090
106-99-0	"1,3-butadiene"	C031763	106-99-0	KLRA3	16634	Mus musculus	10090	29038090
106-99-0	"1,3-butadiene"	C031763	106-99-0	KLRB1B	80782	Mus musculus	10090	29038090
106-99-0	"1,3-butadiene"	C031763	106-99-0	KMO	8564	Mus musculus	10090	29038090
106-99-0	"1,3-butadiene"	C031763	106-99-0	KMT2B	9757	Mus musculus	10090	29038090
106-99-0	"1,3-butadiene"	C031763	106-99-0	KMT2D	8085	Mus musculus	10090	29038090
106-99-0	"1,3-butadiene"	C031763	106-99-0	KNTC1	9735	Mus musculus	10090	29038090
106-99-0	"1,3-butadiene"	C031763	106-99-0	KRAS	3845	Mus musculus	10090	11397402
106-99-0	"1,3-butadiene"	C031763	106-99-0	KRT18	3875	Mus musculus	10090	21147608
106-99-0	"1,3-butadiene"	C031763	106-99-0	KRT4	3851	Mus musculus	10090	29038090
106-99-0	"1,3-butadiene"	C031763	106-99-0	KYNU	8942	Mus musculus	10090	29038090
106-99-0	"1,3-butadiene"	C031763	106-99-0	LAT	27040	Mus musculus	10090	29038090
106-99-0	"1,3-butadiene"	C031763	106-99-0	LAT2	7462	Mus musculus	10090	29038090
106-99-0	"1,3-butadiene"	C031763	106-99-0	LAX1	54900	Mus musculus	10090	29038090
106-99-0	"1,3-butadiene"	C031763	106-99-0	LCP2	3937	Mus musculus	10090	29038090
106-99-0	"1,3-butadiene"	C031763	106-99-0	LECT2	3950	Mus musculus	10090	29038090
106-99-0	"1,3-butadiene"	C031763	106-99-0	LEF1	51176	Mus musculus	10090	29038090
106-99-0	"1,3-butadiene"	C031763	106-99-0	LGR5	8549	Mus musculus	10090	21147608
106-99-0	"1,3-butadiene"	C031763	106-99-0	LGR6	59352	Mus musculus	10090	29038090
106-99-0	"1,3-butadiene"	C031763	106-99-0	LIMS2	55679	Mus musculus	10090	29038090
