,GeneID,CTD
2797,110175888,BW183
2798,110224115,BW184
2799,110283600,BW185
2800,110283613,BW186
2801,110224105,BW187
2802,110354860,BW188
2803,110354845,BW189
2804,114813,BW19
2805,109373,BW2
2806,100035635,BW20
2807,100035185,BW21
2808,100035186,BW22
2809,100036340,BW23
2810,100035267,BW24
2811,100035681,BW25
2812,100035464,BW26
2813,100036178,BW27
2814,100035465,BW28
2815,100035709,BW29
2816,109372,BW3
2817,100035467,BW31
2818,100036399,BW32
2819,544554,BW33
2820,544503,BW34
2821,544495,BW35
2822,544497,BW36
2823,100302753,BW37
2824,100302752,BW38
2825,544604,BW39
2826,112018,BW4
2827,544611,BW40
2828,544642,BW41
2829,544649,BW42
2830,544646,BW43
2831,544641,BW44
2832,544644,BW45
2833,544647,BW46
2834,100303018,BW47
2835,100302765,BW48
2836,100302769,BW49
2837,112013,BW5
2838,100302760,BW50
2839,100303156,BW51
2840,100302783,BW52
2841,100302785,BW53
2842,100302792,BW54
2843,100303174,BW55
2844,100302802,BW56
2845,100302801,BW57
2846,100302799,BW58
2847,100302803,BW59
2848,112011,BW6
2849,369044,BW60
2850,369045,BW61
2851,544645,BW62
2852,100303216,BW63
2853,100303044,BW64
2854,100302853,BW65
2855,100303221,BW66
2856,100302856,BW67
2857,100302861,BW68
2858,100302870,BW69
2859,112014,BW7
2860,100302862,BW70
2861,100302852,BW71
2862,100303349,BW72
2863,100303046,BW73
2864,100302854,BW74
2865,100303225,BW75
2866,100303224,BW76
2867,100303222,BW77
2868,100303347,BW78
2869,100303104,BW79
2870,112012,BW8
2871,100302922,BW80
2872,100303303,BW81
2873,100302988,BW82
2874,100303403,BW83
2875,100303312,BW84
2876,100303625,BW85
2877,100303627,BW86
2878,100303629,BW87
2879,100303620,BW88
2880,100303618,BW89
2881,112017,BW9
2882,100303619,BW90
2883,100303617,BW91
2884,100303621,BW92
2885,100303628,BW93
2886,100303638,BW94
2887,100303631,BW95
2888,100306903,BW96
2889,101055622,BW97
2890,101027072,BW98
2891,101027073,BW99
2893,705,BYSL
2894,9689,BZW1
2895,28969,BZW2
2896,108352185,C10H10ORF95
2897,103693445,C10H17ORF102
2898,116601116,C10H17ORF113P
2899,108352200,C10H5ORF58
2923,108352430,C12H7ORF61
2958,103694154,C17H10ORF113
2959,498729,C17H6ORF52
2967,103694266,C18H10ORF95
2971,103694339,C19H16ORF47
2979,10438,C1D
2980,689062,C1D-PS1
2981,56913,C1GALT1
2982,29071,C1GALT1C1
2983,103691102,C1H19ORF84
2984,103691319,C1H9ORF66
3012,712,C1QA
3013,713,C1QB
3014,708,C1QBP
3015,714,C1QC
3016,10882,C1QL1
3017,165257,C1QL2
3018,389941,C1QL3
3019,338761,C1QL4
3020,114897,C1QTNF1
3021,388581,C1QTNF12
3022,114898,C1QTNF2
3023,114899,C1QTNF3
3024,114900,C1QTNF4
3025,114902,C1QTNF5
3026,114904,C1QTNF6
3027,114905,C1QTNF7
3028,338872,C1QTNF9
3029,715,C1R
3031,51279,C1RL
3032,716,C1S
3033,717,C2
3044,25966,C2CD2
3045,9854,C2CD2L
3046,26005,C2CD3
3047,145741,C2CD4A
3048,388125,C2CD4B
3049,126567,C2CD4C
3050,100191040,C2CD4D
3051,9847,C2CD5
3052,151254,C2CD6
3053,103691454,C2H5ORF64
3062,718,C3
3063,719,C3AR1
3073,720,C4A
3074,721,C4B
3075,722,C4BPA
3076,725,C4BPB
3085,727,C5
3086,728,C5AR1
3087,27202,C5AR2
3097,729,C6
3108,730,C7
3109,103692998,C7H12ORF80
3114,731,C8A
3115,732,C8B
3116,733,C8G
3124,735,C9
3139,770,CA11
3140,771,CA12
3141,377677,CA13
3142,23632,CA14
3144,761,CA3
3145,762,CA4
3146,763,CA5A
3147,11238,CA5B
3148,765,CA6
3150,767,CA8
3151,768,CA9
3152,79886,CAAP1
3153,51719,CAB39
3154,81617,CAB39L
3155,219621,CABCOCO1
3156,23523,CABIN1
3157,91768,CABLES1
3158,81928,CABLES2
3159,9478,CABP1
3160,51475,CABP2
3161,57010,CABP4
3162,56344,CABP5
3163,164633,CABP7
3164,85438,CABS1
3165,26256,CABYR
3166,11094,CACFD1
3167,57685,CACHD1
3168,773,CACNA1A
3169,774,CACNA1B
3170,775,CACNA1C
3171,776,CACNA1D
3172,777,CACNA1E
3173,778,CACNA1F
3174,8913,CACNA1G
3175,8912,CACNA1H
3176,8911,CACNA1I
3177,779,CACNA1S
3178,781,CACNA2D1
3179,9254,CACNA2D2
3180,55799,CACNA2D3
3181,93589,CACNA2D4
3182,782,CACNB1
3183,783,CACNB2
3184,784,CACNB3
3185,785,CACNB4
3186,786,CACNG1
3187,10369,CACNG2
3188,10368,CACNG3
3189,27092,CACNG4
3190,27091,CACNG5
3191,59285,CACNG6
3192,59284,CACNG7
3193,59283,CACNG8
3194,58509,CACTIN
3195,143384,CACUL1
3196,27101,CACYBP
3197,790,CAD
3198,23705,CADM1
3199,253559,CADM2
3200,57863,CADM3
3201,199731,CADM4
3202,8618,CADPS
3203,93664,CADPS2
3204,285782,CAGE1
3205,100526820,CAHM
3206,793,CALB1
3207,794,CALB2
3208,796,CALCA
3209,797,CALCB
3210,100303173,CALCIC1
3211,100302899,CALCIC2
3212,57658,CALCOCO1
3213,10241,CALCOCO2
3214,799,CALCR
3215,10203,CALCRL
3216,800,CALD1
3217,255022,CALHM1
3218,51063,CALHM2
3219,119395,CALHM3
3220,221301,CALHM4
3221,254228,CALHM5
3222,441168,CALHM6
3223,801,CALM1
3224,805,CALM2
3225,808,CALM3
3226,810,CALML3
3227,91860,CALML4
3228,51806,CALML5
3229,54235,CALM-PS1
3230,686404,CALM-PS2
3231,83698,CALN1
3232,811,CALR
3233,125972,CALR3
3234,108802,CALR4
3235,813,CALU
3236,50632,CALY
3238,8536,CAMK1
3239,57118,CAMK1D
3240,57172,CAMK1G
3241,815,CAMK2A
3242,816,CAMK2B
3243,817,CAMK2D
3244,818,CAMK2G
3245,55450,CAMK2N1
3246,94032,CAMK2N2
3247,814,CAMK4
3249,84254,CAMKK1
3250,10645,CAMKK2
3251,79823,CAMKMT
3252,79012,CAMKV
3253,819,CAMLG
3254,820,CAMP
3255,157922,CAMSAP1
3256,23271,CAMSAP2
3257,57662,CAMSAP3
3258,23261,CAMTA1
3259,23125,CAMTA2
3260,55832,CAND1
3261,23066,CAND2
3262,124583,CANT1
3263,821,CANX
3264,10487,CAP1
3265,10486,CAP2
3266,822,CAPG
3267,823,CAPN1
3268,11132,CAPN10
3269,11131,CAPN11
3270,147968,CAPN12
3271,92291,CAPN13
3272,6650,CAPN15
3273,824,CAPN2
3274,825,CAPN3
3275,726,CAPN5
3276,827,CAPN6
3277,23473,CAPN7
3278,388743,CAPN8
3279,10753,CAPN9
3280,826,CAPNS1
3281,683494,CAPNS1-PS1
3282,84290,CAPNS2
3283,4076,CAPRIN1
3284,65981,CAPRIN2
3285,84698,CAPS2
3286,133690,CAPSL
3287,829,CAPZA1
3288,830,CAPZA2
3289,93661,CAPZA3
3290,832,CAPZB
3291,12346,CAR1
3292,72605,CAR10
3296,679325,CAR13-PS1
3298,80733,CAR15
3299,12349,CAR2
3305,12354,CAR7
3308,29775,CARD10
3309,84433,CARD11
3310,79092,CARD14
3311,84270,CARD19
3312,84674,CARD6
3313,64170,CARD9
3314,444962,CARDF1
3315,79800,CARF
3316,23589,CARHSP1
3317,326497,CARI1
3318,326561,CARI2
3319,10498,CARM1
3320,55604,CARMIL1
3321,146206,CARMIL2
3322,90668,CARMIL3
3323,728264,CARMN
3324,138199,CARNMT1
3325,57571,CARNS1
3326,27267,CARS
3327,79587,CARS2
3329,9607,CARTPT
3331,22794,CASC3
3332,64921,CASD1
3333,8573,CASK
3334,57524,CASKIN1
3335,57513,CASKIN2
3337,834,CASP1
3339,100506742,CASP12
3340,23581,CASP14
3341,381070,CASP16
3342,835,CASP2
3343,836,CASP3
3344,837,CASP4
3346,839,CASP6
3347,840,CASP7
3348,841,CASP8
3349,9994,CASP8AP2
3350,842,CASP9
3351,844,CASQ1
3352,845,CASQ2
3353,846,CASR
3354,57091,CASS4
3355,831,CAST
3356,652968,CASTOR1
3357,729438,CASTOR2
3358,54897,CASZ1
3359,847,CAT
3360,375307,CATIP
3362,117144,CATSPER1
3363,117155,CATSPER2
3364,347732,CATSPER3
3365,378807,CATSPER4
3366,79820,CATSPERB
3367,257062,CATSPERD
3368,257044,CATSPERE
3369,57828,CATSPERG
3371,25858,CATSPERZ
3373,857,CAV1
3374,858,CAV2
3375,859,CAV3
3376,284119,CAVIN1
3377,8436,CAVIN2
3378,112464,CAVIN3
3379,347273,CAVIN4
3380,255057,CBARP
3381,9139,CBFA2T2
3382,863,CBFA2T3
3383,865,CBFB
3384,867,CBL
3385,868,CBLB
3386,23624,CBLC
3387,2694,CBLIF
3388,79872,CBLL1
3389,869,CBLN1
3390,147381,CBLN2
3391,643866,CBLN3
3392,140689,CBLN4
3394,873,CBR1
3395,874,CBR3
3396,84869,CBR4
3397,875,CBS
3398,55871,CBWD1
3400,10951,CBX1
3401,84733,CBX2
3402,11335,CBX3
3403,8535,CBX4
3404,23468,CBX5
3405,23466,CBX6
3406,23492,CBX7
3407,57332,CBX8
3408,25776,CBY1
3409,220082,CBY2
3410,646019,CBY3
3411,54862,CC2D1A
3412,200014,CC2D1B
3413,57545,CC2D2A
3414,387707,CC2D2B
3415,55749,CCAR1
3416,57805,CCAR2
3417,147372,CCBE1
3418,92922,CCDC102A
3419,388389,CCDC103
3420,126402,CCDC105
3421,29903,CCDC106
3422,203260,CCDC107
3423,256309,CCDC110
3424,153733,CCDC112
3425,29070,CCDC113
3426,93233,CCDC114
3427,84317,CCDC115
3428,164592,CCDC116
3429,150275,CCDC117
3430,151903,CCDC12
3431,90060,CCDC120
3432,79635,CCDC121
3433,160857,CCDC122
3434,115098,CCDC124
3435,202243,CCDC125
3436,90693,CCDC126
3437,133957,CCDC127
3439,152206,CCDC13
3440,81576,CCDC130
3441,79879,CCDC134
3443,64753,CCDC136
3444,339230,CCDC137
3445,165055,CCDC138
3446,64770,CCDC14
3447,285025,CCDC141
3448,84865,CCDC142
3449,284047,CCDC144B
3450,57639,CCDC146
3451,130940,CCDC148
3452,91050,CCDC149
3453,80071,CCDC15
3454,284992,CCDC150
3455,115948,CCDC151
3456,100129792,CCDC152
3457,283152,CCDC153
3458,645811,CCDC154
3459,550631,CCDC157
3460,339965,CCDC158
3461,126075,CCDC159
3462,347475,CCDC160
3463,75973,CCDC162
3465,126661,CCDC163
3466,100130274,CCDC166
3467,154467,CCDC167
3468,643677,CCDC168
3469,728591,CCDC169
3470,149483,CCDC17
3471,80129,CCDC170
3472,203238,CCDC171
3473,374355,CCDC172
3474,129881,CCDC173
3475,51244,CCDC174
3476,729665,CCDC175
3477,56936,CCDC177
3478,374864,CCDC178
3479,100500938,CCDC179
3480,343099,CCDC18
3481,100499483,CCDC180
3482,57821,CCDC181
3483,101927581,CCDC182
3484,84960,CCDC183
3485,387856,CCDC184
3486,164127,CCDC185
3487,55088,CCDC186
3488,399693,CCDC187
3489,388849,CCDC188
3490,90835,CCDC189
3491,339512,CCDC190
3492,57577,CCDC191
3493,440184,CCDC196
3494,55195,CCDC198
3495,28952,CCDC22
3496,149473,CCDC24
3497,55246,CCDC25
3498,148870,CCDC27
3499,25901,CCDC28A
3500,79140,CCDC28B
3501,83643,CCDC3
3502,728621,CCDC30
3503,90416,CCDC32
3504,80125,CCDC33
3505,91057,CCDC34
3508,120935,CCDC38
3509,339829,CCDC39
3510,55036,CCDC40
3512,146849,CCDC42
3513,124808,CCDC43
3515,57003,CCDC47
3516,152137,CCDC50
3517,79714,CCDC51
3518,84692,CCDC54
3519,284001,CCDC57
3520,131076,CCDC58
3521,29080,CCDC59
3522,8030,CCDC6
3523,160777,CCDC60
3524,729440,CCDC61
3525,84660,CCDC62
3526,160762,CCDC63
3527,85478,CCDC65
3528,285331,CCDC66
3529,80323,CCDC68
3530,26112,CCDC69
3531,79741,CCDC7
3532,83446,CCDC70
3533,64925,CCDC71
3534,168455,CCDC71L
3535,493860,CCDC73
3536,90557,CCDC74A
3537,84318,CCDC77
3538,124093,CCDC78
3539,83987,CCDC8
3540,151887,CCDC80
3541,60494,CCDC81
3542,79780,CCDC82
3543,220047,CCDC83
3544,338657,CCDC84
3545,114800,CCDC85A
3546,11007,CCDC85B
3547,317762,CCDC85C
3548,79080,CCDC86
3549,55231,CCDC87
3550,55704,CCDC88A
3551,283234,CCDC88B
3552,440193,CCDC88C
3553,220388,CCDC89
3554,26093,CCDC9
3555,60492,CCDC90B
3556,55297,CCDC91
3557,80212,CCDC92
3558,101928991,CCDC92B
3559,54520,CCDC93
3560,257236,CCDC96
3561,90324,CCDC97
3562,388115,CCDC9B
3563,196477,CCER1
3564,643669,CCER2
3565,54535,CCHCR1
3566,881,CCIN
3567,885,CCK
3568,886,CCKAR
3569,887,CCKBR
3570,6346,CCL1
3571,6356,CCL11
3572,20293,CCL12
3574,6361,CCL17
3575,6363,CCL19
3576,6347,CCL2
3577,6364,CCL20
3578,6366,CCL21
3580,6367,CCL22
3581,6369,CCL24
3582,6370,CCL25
3583,10344,CCL26
3584,10850,CCL27
3585,56477,CCL28
3586,6348,CCL3
3587,6351,CCL4
3588,6352,CCL5
3589,20305,CCL6
3590,6354,CCL7
3591,20308,CCL9
3592,83605,CCM2
3593,140706,CCM2L
3594,3491,CCN1
3595,1490,CCN2
3596,4856,CCN3
3597,8840,CCN4
3598,8839,CCN5
3599,8838,CCN6
3600,8900,CCNA1
3601,890,CCNA2
3602,891,CCNB1
3603,57820,CCNB1IP1
3604,9133,CCNB2
3605,85417,CCNB3
3606,892,CCNC
3607,595,CCND1
3608,894,CCND2
3609,896,CCND3
3610,23582,CCNDBP1
3611,898,CCNE1
3612,9134,CCNE2
3613,899,CCNF
3614,689538,CCNF-PS1
3615,900,CCNG1
3616,901,CCNG2
3617,902,CCNH
3618,10983,CCNI
3619,54619,CCNJ
3620,79616,CCNJL
3621,8812,CCNK
3622,57018,CCNL1
3623,81669,CCNL2
3624,10309,CCNO
3625,92002,CCNQ
3626,904,CCNT1
3627,905,CCNT2
3628,219771,CCNY
3629,151195,CCNYL1
3630,9738,CCP110
3631,9236,CCPG1
3632,546143,CCPG1OS
3633,1230,CCR1
3634,2826,CCR10
3635,12770,CCR1L1
3636,729230,CCR2
3637,1232,CCR3
3638,1233,CCR4
3639,1234,CCR5
3640,1235,CCR6
3641,1236,CCR7
3642,1237,CCR8
3643,10803,CCR9
3644,9034,CCRL2
3645,9973,CCS
3646,126731,CCSAP
3647,401145,CCSER1
3648,54462,CCSER2
3649,10576,CCT2
3650,100499406,CCT2-PS1
3651,7203,CCT3
3652,632982,CCT3-PS1
3653,688633,CCT3-PS2
3654,680592,CCT3-PS3
3655,100499410,CCT3-PS4
3656,10575,CCT4
3657,22948,CCT5
3658,690618,CCT5-PS2
3659,908,CCT6A
3660,367268,CCT6A-PS1
3661,689192,CCT6A-PS10
3662,689089,CCT6A-PS11
3663,685104,CCT6A-PS12
3664,691360,CCT6A-PS14
3665,100499419,CCT6A-PS15
3666,303526,CCT6A-PS2
3667,316484,CCT6A-PS3
3668,366378,CCT6A-PS4
3669,100499415,CCT6A-PS5
3670,691349,CCT6A-PS6
3671,679744,CCT6A-PS7
3672,681081,CCT6A-PS8
3673,364646,CCT6A-PS9
3674,10693,CCT6B
3675,10574,CCT7
3676,499323,CCT7-PS1
3677,298519,CCT7-PS2
3678,100499431,CCT7-PS3
3679,10694,CCT8
3680,242891,CCT8L1
3681,100499432,CCT8-PS1
3682,100499433,CCT8-PS2
3684,221960,CCZ1B
3685,9398,CD101
3686,135228,CD109
3687,929,CD14
3688,977,CD151
3689,11126,CD160
3690,9332,CD163
3692,8763,CD164
3693,388611,CD164L2
3694,57126,CD177
3695,4064,CD180
3696,930,CD19
3698,12479,CD1D1
3699,914,CD2
3700,4345,CD200
3701,131450,CD200R1
3702,344807,CD200R1L
3704,50489,CD207
3705,30835,CD209
3706,170786,CD209A
3708,170776,CD209C
3709,170780,CD209E
3710,69142,CD209F
3712,933,CD22
3713,10666,CD226
3714,100133941,CD24
3715,51744,CD244
3716,919,CD247
3717,57124,CD248
3719,939,CD27
3720,29126,CD274
3721,80381,CD276
3722,940,CD28
3723,23607,CD2AP
3724,10421,CD2BP2
3725,11314,CD300A
3726,10871,CD300C
3727,140497,CD300C2
3728,342510,CD300E
3729,124599,CD300LB
3730,100131439,CD300LD
3731,360655,CD300LE
3732,146722,CD300LF
3733,146894,CD300LG
3734,9936,CD302
3735,51293,CD320
3736,945,CD33
3737,947,CD34
3738,948,CD36
3739,951,CD37
3740,952,CD38
3741,915,CD3D
3742,916,CD3E
3744,56815,CD3E-PS1
3745,917,CD3G
3747,920,CD4
3748,958,CD40
3749,959,CD40LG
3750,960,CD44
3751,4179,CD46
3752,961,CD47
3753,962,CD48
3754,921,CD5
3755,1043,CD52
3756,963,CD53
3757,1604,CD55
3758,966,CD59
3759,922,CD5L
3760,923,CD6
3761,967,CD63
3762,968,CD68
3763,969,CD69
3764,924,CD7
3765,970,CD70
3766,971,CD72
3767,972,CD74
3768,973,CD79A
3769,681236,CD79AL
3770,974,CD79B
3771,941,CD80
3772,975,CD81
3773,3732,CD82
3774,9308,CD83
3775,8832,CD84
3776,942,CD86
3777,925,CD8A
3778,926,CD8B
3779,928,CD9
3780,22918,CD93
3781,10225,CD96
3782,4267,CD99
3783,83692,CD99L2
3784,978,CDA
3785,81602,CDADC1
3786,146059,CDAN1
3787,8872,CDC123
3788,8556,CDC14A
3789,8555,CDC14B
3790,8881,CDC16
3792,991,CDC20
3793,166979,CDC20B
3794,8697,CDC23
3795,993,CDC25A
3796,994,CDC25B
3797,995,CDC25C
3798,246184,CDC26
3799,996,CDC27
3801,997,CDC34
3802,11140,CDC37
3803,55664,CDC37L1
3804,51362,CDC40
3805,998,CDC42
3806,8476,CDC42BPA
3807,9578,CDC42BPB
3808,55561,CDC42BPG
3809,11135,CDC42EP1
3810,10435,CDC42EP2
3811,10602,CDC42EP3
3812,23580,CDC42EP4
3813,148170,CDC42EP5
3815,56882,CDC42SE1
3816,56990,CDC42SE2
3817,8318,CDC45
3818,988,CDC5L
3819,990,CDC6
3820,8317,CDC7
3821,79577,CDC73
3822,157313,CDCA2
3823,83461,CDCA3
3824,55038,CDCA4
3825,113130,CDCA5
3826,83879,CDCA7
3827,55536,CDCA7L
3828,55143,CDCA8
3829,64866,CDCP1
3830,200008,CDCP2
3831,544377,CDEXP1
3832,544392,CDEXP2
3833,999,CDH1
3834,1008,CDH10
3835,1009,CDH11
3836,1010,CDH12
3837,1012,CDH13
3838,25198,CDH14
3839,1013,CDH15
3840,1014,CDH16
3841,1015,CDH17
3842,1016,CDH18
3843,28513,CDH19
3844,1000,CDH2
3845,28316,CDH20
3846,64405,CDH22
3847,64072,CDH23
3848,64403,CDH24
3849,60437,CDH26
3850,1001,CDH3
3851,1002,CDH4
3852,1003,CDH5
3853,1004,CDH6
3854,1005,CDH7
3855,1006,CDH8
3856,1007,CDH9
3857,92211,CDHR1
3858,54825,CDHR2
3859,222256,CDHR3
3860,389118,CDHR4
3861,53841,CDHR5
3862,84529,CDIN1
3863,29965,CDIP1
3864,10423,CDIPT
3865,983,CDK1
3866,8558,CDK10
3867,984,CDK11B
3868,51755,CDK12
3869,8621,CDK13
3870,5218,CDK14
3871,65061,CDK15
3872,5127,CDK16
3873,5128,CDK17
3874,5129,CDK18
3875,23097,CDK19
3876,1017,CDK2
3877,23552,CDK20
3878,8099,CDK2AP1
3879,406158,CDK2AP1-PS1
3880,415067,CDK2AP1-PS2
3881,415069,CDK2AP1-PS3
3882,415075,CDK2AP1-PS4
3883,415080,CDK2AP1-PS5
3884,415085,CDK2AP1-PS6
3885,415086,CDK2AP1-PS7
3886,415088,CDK2AP1-PS8
3887,10263,CDK2AP2
3888,1019,CDK4
3889,1020,CDK5
3890,8851,CDK5R1
3891,8941,CDK5R2
3892,51654,CDK5RAP1
3893,55755,CDK5RAP2
3894,80279,CDK5RAP3
3895,1021,CDK6
3896,1022,CDK7
3897,1024,CDK8
3898,1025,CDK9
3899,54901,CDKAL1
3900,8814,CDKL1
3901,8999,CDKL2
3902,51265,CDKL3
3903,344387,CDKL4
3904,6792,CDKL5
3905,1026,CDKN1A
3906,1027,CDKN1B
3907,1028,CDKN1C
3908,1029,CDKN2A
3909,55602,CDKN2AIP
3910,91368,CDKN2AIPNL
3911,1030,CDKN2B
3912,1031,CDKN2C
3913,1032,CDKN2D
3914,1033,CDKN3
3915,441549,CDNF
3916,1036,CDO1
3917,50937,CDON
3918,150383,CDPF1
3919,1038,CDR1
3920,1039,CDR2
3921,30850,CDR2L
3922,284040,CDRT4
3923,1040,CDS1
3924,8760,CDS2
3925,1041,CDSN
3926,81620,CDT1
3927,55573,CDV3
3928,1044,CDX1
3929,1045,CDX2
3930,1046,CDX4
3931,9425,CDYL
3932,124359,CDYL2
3933,634,CEACAM1
3935,66996,CEACAM11
3936,67315,CEACAM12
3938,388551,CEACAM16
3939,729767,CEACAM18
3940,56971,CEACAM19
3941,125931,CEACAM20
3942,1084,CEACAM3
3943,1089,CEACAM4
3945,4680,CEACAM6
3946,26368,CEACAM9
3947,1050,CEBPA
3948,246069,CEBPA-RS1
3949,1051,CEBPB
3950,1052,CEBPD
3951,1053,CEBPE
3952,1054,CEBPG
3953,10153,CEBPZ
3954,100505876,CEBPZOS
3955,108352372,CEBPZOS-PS1
3956,108352921,CEBPZOS-PS2
3957,27443,CECR2
3958,1056,CEL
3959,1990,CELA1
3960,63036,CELA2A
3961,23436,CELA3B
3962,10658,CELF1
3963,10659,CELF2
3964,11189,CELF3
3965,56853,CELF4
3966,60680,CELF5
3967,60677,CELF6
3968,9620,CELSR1
3969,1952,CELSR2
3970,1951,CELSR3
3971,57214,CEMIP
3972,23670,CEMIP2
3973,51286,CEND1
3974,1058,CENPA
3975,1059,CENPB
3976,1060,CENPC
3978,1062,CENPE
3979,1063,CENPF
3980,64946,CENPH
3981,2491,CENPI
3982,55835,CENPJ
3983,64105,CENPK
3984,91687,CENPL
3985,79019,CENPM
3986,55839,CENPN
3987,79172,CENPO
3988,401541,CENPP
3989,55166,CENPQ
3990,378708,CENPS
3991,80152,CENPT
3992,79682,CENPU
3993,201161,CENPV
3994,387103,CENPW
3995,201254,CENPX
3997,9731,CEP104
3998,201134,CEP112
3999,153241,CEP120
4000,57562,CEP126
4001,145508,CEP128
4002,22994,CEP131
4003,9662,CEP135
4004,22995,CEP152
4005,22832,CEP162
4006,22897,CEP164
4007,9859,CEP170
4008,283638,CEP170B
4009,84984,CEP19
4010,55125,CEP192
4011,123811,CEP20
4012,11190,CEP250
4013,80184,CEP290
4014,85459,CEP295
4015,100653515,CEP295NL
4016,9857,CEP350
4017,95681,CEP41
4018,11116,CEP43
4019,80817,CEP44
4020,55165,CEP55
4021,9702,CEP57
4022,285753,CEP57L1
4023,80254,CEP63
4024,23177,CEP68
4025,80321,CEP70
4026,55722,CEP72
4027,79959,CEP76
4028,84131,CEP78
4029,51134,CEP83
4030,67723,CEP83OS
4031,64793,CEP85
4032,387119,CEP85L
4033,84902,CEP89
4034,90799,CEP95
4035,79598,CEP97
4036,10390,CEPT1
4037,9350,CER1
4038,51148,CERCAM
4039,64781,CERK
4040,375298,CERKL
4041,10715,CERS1
4042,29956,CERS2
4043,204219,CERS3
4044,79603,CERS4
4045,91012,CERS5
4046,253782,CERS6
4047,10087,CERT1
4049,244595,CES1A
4051,13884,CES1C
4052,104158,CES1D
4053,13897,CES1E
4054,234564,CES1F
4055,8824,CES2
4056,102022,CES2A
4057,234671,CES2C
4058,234673,CES2E
4059,72361,CES2G
4060,436059,CES2H
4061,292152,CES2I
4062,685645,CES2J
4064,382053,CES3A
4065,283848,CES4A
4066,221223,CES5A
4067,501232,CESL1
4068,1068,CETN1
4069,1069,CETN2
4070,1070,CETN3
4071,207175,CETN4
4072,348807,CFAP100
4073,257177,CFAP126
4074,286207,CFAP157
4075,161502,CFAP161
4076,29105,CFAP20
4077,154313,CFAP206
4078,200844,CFAP20DC
4079,200373,CFAP221
4080,56683,CFAP298
4081,255119,CFAP299
4082,85016,CFAP300
4083,112942,CFAP36
4084,755,CFAP410
4085,80217,CFAP43
4086,55779,CFAP44
4087,25790,CFAP45
4088,54777,CFAP46
4089,286464,CFAP47
4090,146845,CFAP52
4091,220136,CFAP53
4092,144535,CFAP54
4093,149465,CFAP57
4094,159686,CFAP58
4095,102553148,CFAP58L1
4096,26074,CFAP61
4097,255101,CFAP65
4098,79846,CFAP69
4099,118491,CFAP70
4100,387885,CFAP73
4101,85452,CFAP74
4102,389799,CFAP77
4103,89876,CFAP91
4104,57501,CFAP92
4105,57587,CFAP97
4106,284067,CFAP97D1
4107,402160,CFAP99
4108,629,CFB
4109,55997,CFC1
4110,1675,CFD
4111,10428,CFDP1
4112,3075,CFH
4114,3078,CFHR1
4115,3080,CFHR2
4116,3426,CFI
4117,1072,CFL1
4118,1073,CFL2
4119,8837,CFLAR
4120,5199,CFP
4121,1080,CFTR
4122,1081,CGA
4123,115004,CGAS
4125,8545,CGGBP1
4126,24257,CGM4
4127,57530,CGN
4128,84952,CGNL1
4129,10669,CGREF1
4130,10668,CGRRF1
4131,9023,CH25H
4132,79094,CHAC1
4133,494143,CHAC2
4134,1101,CHAD
4135,150356,CHADL
4136,10036,CHAF1A
4137,8208,CHAF1B
4138,283489,CHAMP1
4139,1103,CHAT
4140,118487,CHCHD1
4141,400916,CHCHD10
4142,51142,CHCHD2
4143,54927,CHCHD3
4144,131474,CHCHD4
4145,84269,CHCHD5
4146,84303,CHCHD6
4147,79145,CHCHD7
4148,1105,CHD1
4149,9557,CHD1L
4150,1106,CHD2
4151,1107,CHD3
4152,1108,CHD4
4153,26038,CHD5
4154,84181,CHD6
4155,55636,CHD7
4156,57680,CHD8
4157,80205,CHD9
4158,55349,CHDH
4160,1111,CHEK1
4161,11200,CHEK2
4162,10523,CHERP
4164,55743,CHFR
4165,1113,CHGA
4166,1114,CHGB
4167,1116,CHI3L1
4168,295351,CHI3L3
4169,310771,CHI3L4
4170,27159,CHIA
4171,53344,CHIC1
4172,26511,CHIC2
4173,66005,CHID1
4176,1118,CHIT1
4177,1119,CHKA
4178,1120,CHKB
4179,10752,CHL1
4180,1121,CHM
4181,1122,CHML
4182,5119,CHMP1A
4183,57132,CHMP1B
4184,27243,CHMP2A
4185,25978,CHMP2B
4186,51652,CHMP3
4188,128866,CHMP4B
4189,679886,CHMP4BL1
4190,92421,CHMP4C
4191,51510,CHMP5
4192,79643,CHMP6
4193,91782,CHMP7
4194,1123,CHN1
4195,1124,CHN2
4196,689153,CHN3
4197,140578,CHODL
4198,26973,CHORDC1
4200,11261,CHP1
4201,63928,CHP2
4202,79586,CHPF
4203,54480,CHPF2
4204,56994,CHPT1
4205,54108,CHRAC1
4206,8646,CHRD
4207,91851,CHRDL1
4208,25884,CHRDL2
4209,1128,CHRM1
4210,1129,CHRM2
4211,1131,CHRM3
4212,1132,CHRM4
4213,1133,CHRM5
4214,1134,CHRNA1
4215,57053,CHRNA10
4216,1135,CHRNA2
4217,1136,CHRNA3
4218,1137,CHRNA4
4219,1138,CHRNA5
4220,8973,CHRNA6
4221,1139,CHRNA7
4222,55584,CHRNA9
4223,1140,CHRNB1
4224,1141,CHRNB2
4225,1142,CHRNB3
4226,1143,CHRNB4
4227,1144,CHRND
4228,1145,CHRNE
4229,1146,CHRNG
4230,8534,CHST1
4231,9486,CHST10
4232,50515,CHST11
4233,55501,CHST12
4234,166012,CHST13
4235,113189,CHST14
4236,51363,CHST15
4237,9435,CHST2
