,GeneID,CTD
12204,619553,MIR484
12205,574436,MIR485
12206,723876,MIR486
12207,664616,MIR487B
12208,574441,MIR488
12209,574442,MIR489
12210,574443,MIR490
12211,574450,MIR493
12212,574452,MIR494
12213,574453,MIR495
12214,574454,MIR496
12215,574456,MIR497
12217,574501,MIR499A
12218,723974,MIR500
12219,574503,MIR501
12220,574506,MIR503
12221,104796148,MIR503-2
12222,574507,MIR504
12223,574508,MIR505
12224,100124449,MIR509
12225,574445,MIR511
12226,100628601,MIR5132
12227,693124,MIR532
12228,664612,MIR539
12229,723880,MIR540
12230,100126308,MIR541
12231,664617,MIR542
12232,104796153,MIR542-2
12233,104797379,MIR542-3
12234,100126335,MIR543
12235,100124450,MIR544
12236,723918,MIR547
12237,693136,MIR551B
12238,693153,MIR568
12239,693167,MIR582
12240,693177,MIR592
12241,693183,MIR598
12242,104796628,MIR598-2
12243,693200,MIR615
12244,102465145,MIR6215
12245,102465147,MIR6216
12246,693213,MIR628
12247,102465151,MIR6314
12248,102465152,MIR6315
12249,102466622,MIR6316
12250,102465155,MIR6317-1
12251,104796149,MIR6317-2
12252,102465156,MIR6318
12253,102466968,MIR6319-1
12254,104796150,MIR6319-2
12255,693217,MIR632
12256,102466623,MIR6320
12257,102465158,MIR6321
12258,102465160,MIR6322
12259,102465960,MIR6323
12260,102466624,MIR6324
12261,102465161,MIR6325
12262,102466149,MIR6326
12263,102465162,MIR6327
12264,102465163,MIR6328
12265,102466625,MIR6329
12266,102465164,MIR6330
12267,102465165,MIR6331
12268,102466626,MIR6332
12269,102465167,MIR6333
12270,102465168,MIR6334
12272,724022,MIR652
12273,724023,MIR653
12274,100314170,MIR664-1
12275,100314092,MIR664-2
12276,100126315,MIR665
12277,751521,MIR666
12278,751552,MIR667
12279,768214,MIR668
12280,768213,MIR671
12281,751535,MIR672
12282,751547,MIR673
12283,732489,MIR674
12284,100033819,MIR675
12285,100500887,MIR676
12286,751554,MIR678
12287,751539,MIR679
12290,735283,MIR702
12293,100126333,MIR708
12294,735271,MIR709
12295,100313843,MIR711
12296,100049545,MIR741
12297,100049548,MIR742
12298,100314117,MIR743A
12299,100124496,MIR743B
12301,102466836,MIR7578
12302,768212,MIR758
12303,100313778,MIR759
12304,100126348,MIR760
12305,100313892,MIR761
12306,100313837,MIR762
12307,100313838,MIR764
12308,768222,MIR770
12309,100314148,MIR7A1
12310,100314225,MIR7A2
12311,723883,MIR7B
12312,768219,MIR802
12313,100124478,MIR871
12314,100124456,MIR872
12315,100126316,MIR873
12316,100126343,MIR874
12317,100126309,MIR875
12318,100126310,MIR876
12319,100126314,MIR877
12320,100124479,MIR878
12321,100124492,MIR879
12322,100124480,MIR880
12323,100124460,MIR881
12324,100314099,MIR883
12326,407046,MIR9-1
12327,407047,MIR9-2
12328,407048,MIR92A1
12329,407049,MIR92A2
12330,693235,MIR92B
12331,407050,MIR93
12332,407051,MIR9-3
12333,100126325,MIR935
12334,407053,MIR96
12335,407054,MIR98
12336,407055,MIR99A
12337,407056,MIR99B
12339,406881,MIRLET7A1
12340,723965,MIRLET7A-2
12341,406884,MIRLET7B
12342,400931,MIRLET7BHG
12343,100314184,MIRLET7C1
12345,100314224,MIRLET7C2
12347,406886,MIRLET7D
12348,406887,MIRLET7E
12349,406888,MIRLET7F1
12350,387252,MIRLET7F-1
12351,406889,MIRLET7F2
12353,406890,MIRLET7G
12354,406891,MIRLET7I
12355,79003,MIS12
12356,54069,MIS18A
12357,55320,MIS18BP1
12358,126353,MISP
12359,113230,MISP3
12360,129531,MITD1
12361,4286,MITF
12362,83881,MIXL1
12363,171436,MK1
12364,4288,MKI67
12366,8195,MKKS
12368,4289,MKLN1
12369,8569,MKNK1
12370,2872,MKNK2
12371,23608,MKRN1
12372,23609,MKRN2
12373,100129480,MKRN2OS
12374,7681,MKRN3
12375,54903,MKS1
12376,283078,MKX
12377,2315,MLANA
12378,23209,MLC1
12379,9761,MLEC
12380,4291,MLF1
12381,8079,MLF2
12382,4292,MLH1
12383,27030,MLH3
12384,90523,MLIP
12385,197259,MLKL
12387,4298,MLLT1
12388,8028,MLLT10
12389,10962,MLLT11
12390,4300,MLLT3
12391,4302,MLLT6
12392,4295,MLN
12393,2862,MLNR
12394,79083,MLPH
12395,64223,MLST8
12396,4309,MLVI2
12397,6945,MLX
12398,22877,MLXIP
12399,51085,MLXIPL
12400,23417,MLYCD
12401,166785,MMAA
12402,326625,MMAB
12403,25974,MMACHC
12404,27249,MMADHC
12405,23531,MMD
12406,221938,MMD2
12407,4311,MME
12408,79258,MMEL1
12409,93380,MMGT1
12410,216829,MMGT2
12411,4312,MMP1
12412,4319,MMP10
12413,4320,MMP11
12414,4321,MMP12
12415,4322,MMP13
12416,4323,MMP14
12417,4324,MMP15
12418,4325,MMP16
12419,4326,MMP17
12420,4327,MMP19
12421,83996,MMP1B
12422,4313,MMP2
12423,9313,MMP20
12424,118856,MMP21
12425,26561,MMP23
12427,10893,MMP24
12428,64386,MMP25
12429,64066,MMP27
12430,79148,MMP28
12431,4314,MMP3
12432,4316,MMP7
12433,4317,MMP8
12434,4318,MMP9
12435,22915,MMRN1
12436,79812,MMRN2
12437,64210,MMS19
12438,253714,MMS22L
12439,4594,MMUT
12440,4330,MN1
12441,4331,MNAT1
12442,84057,MND1
12443,4332,MNDA
12444,55329,MNS1
12445,4335,MNT
12446,3110,MNX1
12447,64112,MOAP1
12448,690057,MOAP1-PS1
12449,55233,MOB1A
12450,92597,MOB1B
12451,81532,MOB2
12452,126308,MOB3A
12453,79817,MOB3B
12454,148932,MOB3C
12455,25843,MOB4
12456,4336,MOBP
12457,55034,MOCOS
12458,4337,MOCS1
12459,4338,MOCS2
12460,27304,MOCS3
12461,4340,MOG
12462,116255,MOGAT1
12463,80168,MOGAT2
12464,346606,MOGAT3
12465,7841,MOGS
12466,5891,MOK
12467,84315,MON1A
12468,22879,MON1B
12469,23041,MON2
12470,27136,MORC1
12471,22880,MORC2
12472,240069,MORC2B
12473,23515,MORC3
12474,79710,MORC4
12475,10933,MORF4L1
12476,9643,MORF4L2
12478,79906,MORN1
12479,729967,MORN2
12480,283385,MORN3
12481,118812,MORN4
12482,254956,MORN5
12483,4342,MOS
12484,730094,MOSMO
12485,56180,MOSPD1
12486,158747,MOSPD2
12487,64598,MOSPD3
12488,72076,MOSPD4
12489,4343,MOV10
12490,54456,MOV10L1
12492,26002,MOXD1
12493,194357,MOXD2
12494,51660,MPC1
12495,347411,MPC1L
12496,25874,MPC2
12497,9526,MPDU1
12498,8777,MPDZ
12499,219972,MPEG1
12500,4350,MPG
12501,10199,MPHOSPH10
12502,10200,MPHOSPH6
12503,299173,MPHOSPH6-PS1
12504,54737,MPHOSPH8
12505,10198,MPHOSPH9
12506,4351,MPI
12507,80739,MPIG6B
12508,4352,MPL
12509,136647,MPLKIP
12510,84954,MPND
12511,4353,MPO
12512,4354,MPP1
12513,4355,MPP2
12514,4356,MPP3
12515,58538,MPP4
12516,64398,MPP5
12517,51678,MPP6
12518,143098,MPP7
12519,65258,MPPE1
12520,758,MPPED1
12521,744,MPPED2
12522,23164,MPRIP
12523,4357,MPST
12525,649458,MPTX1
12526,4358,MPV17
12527,255027,MPV17L
12528,84769,MPV17L2
12529,4359,MPZ
12530,9019,MPZL1
12531,10205,MPZL2
12532,196264,MPZL3
12533,3140,MR1
12534,56246,MRAP
12535,112609,MRAP2
12536,22808,MRAS
12537,4360,MRC1
12538,9902,MRC2
12539,4361,MRE11
12541,55686,MREG
12543,93621,MRFAP1
12545,55257,MRGBP
12546,620137,MRGPRB13
12547,243979,MRGPRB2
12548,404238,MRGPRB3
12549,233230,MRGPRB4
12550,404239,MRGPRB5
12551,404646,MRGPRC
12552,116512,MRGPRD
12553,116534,MRGPRE
12554,116535,MRGPRF
12555,386746,MRGPRG
12557,259249,MRGPRX1
12558,117194,MRGPRX2
12559,404645,MRGPRX2L
12560,117195,MRGPRX3
12562,84245,MRI1
12564,100507027,MRLN
12565,79922,MRM1
12566,29960,MRM2
12567,55178,MRM3
12568,51149,MRNIP
12569,83876,MRO
12570,727957,MROH1
12571,339766,MROH2A
12572,133558,MROH2B
12574,69439,MROH4
12575,389690,MROH5
12576,642475,MROH6
12577,374977,MROH7
12578,140699,MROH8
12579,80133,MROH9
12580,65008,MRPL1
12581,124995,MRPL10
12582,65003,MRPL11
12583,6182,MRPL12
12584,28998,MRPL13
12585,64928,MRPL14
12586,29088,MRPL15
12587,54948,MRPL16
12588,63875,MRPL17
12589,29074,MRPL18
12590,9801,MRPL19
12591,51069,MRPL2
12592,55052,MRPL20
12593,219927,MRPL21
12594,29093,MRPL22
12595,6150,MRPL23
12596,79590,MRPL24
12597,51264,MRPL27
12598,10573,MRPL28
12599,11222,MRPL3
12600,51263,MRPL30
12601,64983,MRPL32
12602,9553,MRPL33
12603,64981,MRPL34
12604,51318,MRPL35
12605,64979,MRPL36
12606,51253,MRPL37
12607,64978,MRPL38
12608,54148,MRPL39
12609,51073,MRPL4
12610,64976,MRPL40
12611,64975,MRPL41
12612,28977,MRPL42
12613,84545,MRPL43
12614,65080,MRPL44
12615,84311,MRPL45
12616,26589,MRPL46
12617,57129,MRPL47
12618,51642,MRPL48
12619,740,MRPL49
12620,54534,MRPL50
12621,51258,MRPL51
12622,122704,MRPL52
12623,116540,MRPL53
12624,116541,MRPL54
12625,128308,MRPL55
12626,78988,MRPL57
12627,3396,MRPL58
12628,65005,MRPL9
12629,55173,MRPS10
12630,64963,MRPS11
12631,6183,MRPS12
12632,63931,MRPS14
12633,64960,MRPS15
12634,51021,MRPS16
12635,51373,MRPS17
12636,691167,MRPS17-PS1
12637,55168,MRPS18A
12638,28973,MRPS18B
12639,51023,MRPS18C
12640,51116,MRPS2
12641,54460,MRPS21
12642,364906,MRPS21L
12643,56945,MRPS22
12644,51649,MRPS23
12645,64951,MRPS24
12646,64432,MRPS25
12647,64949,MRPS26
12648,23107,MRPS27
12649,28957,MRPS28
12650,10884,MRPS30
12651,10240,MRPS31
12652,51650,MRPS33
12653,65993,MRPS34
12654,60488,MRPS35
12655,92259,MRPS36
12656,64969,MRPS5
12657,64968,MRPS6
12658,51081,MRPS7
12659,64965,MRPS9
12660,92399,MRRF
12661,57380,MRS2
12662,57591,MRTFA
12663,57496,MRTFB
12664,51154,MRTO4
12666,931,MS4A1
12667,341116,MS4A10
12668,54860,MS4A12
12669,499319,MS4A13-PS1
12670,84689,MS4A14
12671,219995,MS4A15
12672,728588,MS4A18
12673,2206,MS4A2
12674,932,MS4A3
12675,51338,MS4A4A
12677,64380,MS4A4C
12678,643680,MS4A4E
12679,64232,MS4A5
12680,64231,MS4A6A
12681,69774,MS4A6B
12682,293749,MS4A6BL
12683,73656,MS4A6C
12685,245802,MS4A6E
12686,58475,MS4A7
12687,83661,MS4A8
12689,345222,MSANTD1
12690,79684,MSANTD2
12691,91283,MSANTD3
12692,84437,MSANTD4
12693,9242,MSC
12694,343930,MSGN1
12695,4436,MSH2
12696,4437,MSH3
12697,4438,MSH4
12698,4439,MSH5
12699,2956,MSH6
12700,4440,MSI1
12701,124540,MSI2
12702,339287,MSL1
12703,55167,MSL2
12704,10943,MSL3
12705,73390,MSL3L2
12706,10232,MSLN
12707,401827,MSLNL
12708,4477,MSMB
12709,6307,MSMO1
12710,692094,MSMP
12711,4478,MSN
12712,4481,MSR1
12713,4482,MSRA
12714,51734,MSRB1
12715,22921,MSRB2
12716,253827,MSRB3
12717,118490,MSS51
12718,4485,MST1
12719,4486,MST1R
12720,2660,MSTN
12721,55154,MSTO1
12722,4487,MSX1
12723,4488,MSX2
12724,17703,MSX3
12725,17748,MT1
12728,4494,MT1F
12729,4499,MT1M
12730,24568,MT1-PS1
12731,24569,MT1-PS2
12733,4502,MT2A
12734,4504,MT3
12735,84560,MT4
12736,9112,MTA1
12737,9219,MTA2
12738,57504,MTA3
12739,4507,MTAP
12740,64757,MTARC1
12741,54996,MTARC2
12742,27085,MTBP
12743,23787,MTCH1
12744,23788,MTCH2
12745,23255,MTCL1
12746,4515,MTCP1
12747,92140,MTDH
12748,7978,MTERF1
12749,80298,MTERF2
12750,51001,MTERF3
12751,130916,MTERF4
12753,4520,MTF1
12754,22823,MTF2
12755,123263,MTFMT
12756,51537,MTFP1
12757,9650,MTFR1
12758,56181,MTFR1L
12759,679959,MTFR1-PS1
12760,113115,MTFR2
12761,92170,MTG1
12762,26164,MTG2
12763,4522,MTHFD1
12764,25902,MTHFD1L
12765,10797,MTHFD2
12766,441024,MTHFD2L
12767,4524,MTHFR
12768,10588,MTHFS
12769,64779,MTHFSD
12770,4528,MTIF2
12771,219402,MTIF3
12772,205251,MTLN
12773,4534,MTM1
12774,8776,MTMR1
12775,54893,MTMR10
12776,10903,MTMR11
12777,54545,MTMR12
12778,64419,MTMR14
12779,8898,MTMR2
12780,8897,MTMR3
12781,9110,MTMR4
12782,9107,MTMR6
12783,9108,MTMR7
12784,66036,MTMR9
12785,4543,MTNR1A
12786,4544,MTNR1B
12787,25821,MTO1
12788,2475,MTOR
12789,55149,MTPAP
12790,136319,MTPN
12791,4548,MTR
12792,23517,MTREX
12793,9617,MTRF1
12794,54516,MTRF1L
12795,17724,MT-RNR1
12796,17725,MT-RNR2
12797,4552,MTRR
12798,9788,MTSS1
12799,92154,MTSS2
12800,4547,MTTP
12801,222166,MTURN
12802,57509,MTUS1
12803,23281,MTUS2
12805,4580,MTX1
12806,10651,MTX2
12807,345778,MTX3
12808,4582,MUC1
12809,56667,MUC13
12810,143662,MUC15
12811,94025,MUC16
12812,283463,MUC19
12813,315239,MUC19L1
12814,4583,MUC2
12815,200958,MUC20
12817,666339,MUC3
12819,4585,MUC4
12820,4586,MUC5AC
12821,727897,MUC5B
12822,4588,MUC6
12823,118430,MUCL1
12824,135656,MUCL3
12825,17836,MUG1
12826,17837,MUG2
12827,79594,MUL1
12828,17840,MUP1
12829,17843,MUP4
12830,17844,MUP5
12831,80198,MUS81
12832,4593,MUSK
12833,389125,MUSTN1
12836,4595,MUTYH
12837,93343,MVB12A
12838,89853,MVB12B
12839,4597,MVD
12840,4598,MVK
12841,9961,MVP
12842,4599,MX1
12843,4600,MX2
12844,4084,MXD1
12845,83463,MXD3
12846,10608,MXD4
12847,4601,MXI1
12848,439921,MXRA7
12849,54587,MXRA8
12850,91663,MYADM
12851,255275,MYADML2
12852,4602,MYB
12853,10514,MYBBP1A
12854,4603,MYBL1
12855,4605,MYBL2
12856,4604,MYBPC1
12857,4606,MYBPC2
12858,4607,MYBPC3
12859,4608,MYBPH
12860,343263,MYBPHL
12861,4609,MYC
12862,26292,MYCBP
12863,23077,MYCBP2
12864,84073,MYCBPAP
12865,4610,MYCL
12866,4613,MYCN
12867,17870,MYCS
12868,80177,MYCT1
12869,4615,MYD88
12870,56005,MYDGF
12871,50804,MYEF2
12872,4617,MYF5
12873,4618,MYF6
12874,60314,MYG1
12875,4619,MYH1
12876,4628,MYH10
12877,4629,MYH11
12878,8735,MYH13
12879,79784,MYH14
12880,22989,MYH15
12881,4620,MYH2
12882,4621,MYH3
12883,4622,MYH4
12884,4624,MYH6
12885,4625,MYH7
12886,57644,MYH7B
12887,4626,MYH8
12888,4627,MYH9
12889,100911597,MYH9L1
12890,4632,MYL1
12891,93408,MYL10
12892,10627,MYL12A
12893,103910,MYL12B
12894,4633,MYL2
12895,4634,MYL3
12896,4635,MYL4
12897,4637,MYL6
12898,140465,MYL6B
12899,362816,MYL6L
12900,58498,MYL7
12901,10398,MYL9
12902,29116,MYLIP
12903,4638,MYLK
12904,85366,MYLK2
12905,91807,MYLK3
12906,340156,MYLK4
12907,29895,MYLPF
12908,389827,MYMK
12909,101929726,MYMX
12910,55892,MYNN
12911,4651,MYO10
12912,51168,MYO15A
12913,80022,MYO15B
12914,23026,MYO16
12915,399687,MYO18A
12916,84700,MYO18B
12917,80179,MYO19
12918,4640,MYO1A
12919,4430,MYO1B
12920,4641,MYO1C
12921,4642,MYO1D
12922,4643,MYO1E
12923,4542,MYO1F
12924,64005,MYO1G
12925,283446,MYO1H
12926,53904,MYO3A
12927,140469,MYO3B
12928,4644,MYO5A
12929,4645,MYO5B
12930,55930,MYO5C
12931,4646,MYO6
12932,4647,MYO7A
12933,4648,MYO7B
12934,4649,MYO9A
12935,4650,MYO9B
12936,4653,MYOC
12937,93649,MYOCD
12938,4654,MYOD1
12939,26509,MYOF
12940,4656,MYOG
12941,8736,MYOM1
12942,9172,MYOM2
12943,127294,MYOM3
12944,57462,MYORG
12945,9499,MYOT
12946,58529,MYOZ1
12947,51778,MYOZ2
12948,91977,MYOZ3
12949,84665,MYPN
12950,339344,MYPOP
12951,745,MYRF
12952,196446,MYRFL
12953,25924,MYRIP
12954,114803,MYSM1
12955,4661,MYT1
12956,23040,MYT1L
12957,100820829,MYZAP
12958,51237,MZB1
12959,7593,MZF1
12960,440145,MZT1
12961,80097,MZT2B
12962,9683,N4BP1
12963,55728,N4BP2
12964,90634,N4BP2L1
12965,10443,N4BP2L2
12966,23138,N4BP3
12967,64825,N5
12968,29104,N6AMT1
12969,8260,NAA10
12970,84779,NAA11
12971,80155,NAA15
12972,79612,NAA16
12973,51126,NAA20
12974,80018,NAA25
12975,122830,NAA30
12976,60560,NAA35
12977,84316,NAA38
12978,79829,NAA40
12979,80218,NAA50
12980,79903,NAA60
12981,24142,NAA80
12982,27163,NAAA
12983,10003,NAALAD2
12984,10004,NAALADL1
12985,254827,NAALADL2
12986,4664,NAB1
12987,4665,NAB2
12988,64859,NABP1
12989,79035,NABP2
12990,4666,NACA
12991,23148,NACAD
12992,112939,NACC1
12993,138151,NACC2
13000,65220,NADK
13001,133686,NADK2
13002,55191,NADSYN1
13003,8883,NAE1
13004,92345,NAF1
13005,4668,NAGA
13006,55577,NAGK
13007,337920,NAGLT1
13008,4669,NAGLU
13009,51172,NAGPA
13010,162417,NAGS
13011,203245,NAIF1
13015,17951,NAIP5
13016,17952,NAIP6
13018,259232,NALCN
13019,10135,NAMPT
13020,79923,NANOG
13021,340719,NANOS1
13022,339345,NANOS2
13023,342977,NANOS3
13024,140838,NANP
13025,54187,NANS
13026,4673,NAP1L1
13027,4674,NAP1L2
13028,4675,NAP1L3
13029,4676,NAP1L4
13030,266812,NAP1L5
13031,8775,NAPA
13032,63908,NAPB
13033,222236,NAPEPLD
13034,8774,NAPG
13035,93100,NAPRT
13036,9476,NAPSA
13037,26502,NARF
13040,4677,NARS1
13041,79731,NARS2
13042,4678,NASP
13043,9,NAT1
13044,55226,NAT10
13045,57106,NAT14
13046,10,NAT2
13047,17962,NAT3
13048,9027,NAT8
13049,51471,NAT8B
13050,66116,NAT8F1
13051,93673,NAT8F2
13052,93674,NAT8F3
13053,75541,NAT8F4
13054,69049,NAT8F5
13055,339983,NAT8L
13056,26151,NAT9
13057,256302,NATD1
13058,89796,NAV1
13059,89797,NAV2
13060,89795,NAV3
13061,55739,NAXD
13062,128240,NAXE
13063,51594,NBAS
13064,26960,NBEA
13065,65065,NBEAL1
13066,23218,NBEAL2
13067,4681,NBL1
13068,4683,NBN
13069,4077,NBR1
13070,83988,NCALD
13071,4684,NCAM1
13072,4685,NCAM2
13073,1463,NCAN
13074,9918,NCAPD2
13075,23310,NCAPD3
13076,64151,NCAPG
13077,54892,NCAPG2
13078,23397,NCAPH
13079,29781,NCAPH2
13080,4686,NCBP1
13081,22916,NCBP2
13082,55421,NCBP3
13083,342897,NCCRP1
13084,23154,NCDN
13085,57552,NCEH1
13086,653361,NCF1
13087,4688,NCF2
13088,4689,NCF4
13089,4690,NCK1
13090,8440,NCK2
13091,10787,NCKAP1
13092,3071,NCKAP1L
13093,344148,NCKAP5
13094,57701,NCKAP5L
13095,51517,NCKIPSD
13096,4691,NCL
13097,56926,NCLN
13098,64556,NCL-PS1
13099,400746,NCMAP
13100,8648,NCOA1
13101,10499,NCOA2
13102,8202,NCOA3
13103,8031,NCOA4
13104,57727,NCOA5
13105,23054,NCOA6
13106,135112,NCOA7
13107,9611,NCOR1
13109,9612,NCOR2
13110,9437,NCR1
13111,9436,NCR2
13112,259197,NCR3
13113,374383,NCR3LG1
13114,23413,NCS1
13115,23385,NCSTN
13123,55706,NDC1
13124,10403,NDC80
13125,54820,NDE1
13126,81565,NDEL1
13127,80762,NDFIP1
13128,54602,NDFIP2
13129,4692,NDN
13130,79625,NDNF
13132,27158,NDOR1
13133,4693,NDP
13135,10397,NDRG1
13136,57447,NDRG2
13137,57446,NDRG3
13138,65009,NDRG4
13139,3340,NDST1
13140,8509,NDST2
13141,9348,NDST3
13142,64579,NDST4
13143,4694,NDUFA1
13144,4705,NDUFA10
13145,316632,NDUFA10L1
13146,126328,NDUFA11
13147,55967,NDUFA12
13148,51079,NDUFA13
13149,290671,NDUFA13-PS
13150,314759,NDUFA13-PS1
13151,4695,NDUFA2
13152,4696,NDUFA3
13153,4697,NDUFA4
13154,56901,NDUFA4L2
13155,4698,NDUFA5
13156,4700,NDUFA6
13157,4701,NDUFA7
13158,366074,NDUFA7L
13159,4702,NDUFA8
13160,4704,NDUFA9
13161,4706,NDUFAB1
13162,51103,NDUFAF1
13163,91942,NDUFAF2
13164,25915,NDUFAF3
13165,29078,NDUFAF4
13166,79133,NDUFAF5
13167,137682,NDUFAF6
13168,55471,NDUFAF7
13169,284184,NDUFAF8
13170,4707,NDUFB1
13171,4716,NDUFB10
13172,54539,NDUFB11
13173,103690490,NDUFB1L1
13174,4708,NDUFB2
13175,4709,NDUFB3
13176,4710,NDUFB4
13177,501886,NDUFB4L1-PS1
13178,690428,NDUFB4-PS1
13179,4711,NDUFB5
13180,4712,NDUFB6
13181,4713,NDUFB7
13182,4714,NDUFB8
13183,4715,NDUFB9
13184,4717,NDUFC1
13185,4718,NDUFC2
13186,4719,NDUFS1
13187,4720,NDUFS2
13188,4722,NDUFS3
13189,4724,NDUFS4
13190,4725,NDUFS5
13191,498428,NDUFS5-PS1
13192,4726,NDUFS6
13193,374291,NDUFS7
13194,4728,NDUFS8
13195,4723,NDUFV1
13196,4729,NDUFV2
13197,4731,NDUFV3
13198,685005,NDUFV3-PS1
13200,4703,NEB
13201,10529,NEBL
13202,64168,NECAB1
13203,54550,NECAB2
13204,63941,NECAB3
13205,25977,NECAP1
13206,55707,NECAP2
13207,5818,NECTIN1
13208,5819,NECTIN2
13209,25945,NECTIN3
13210,81607,NECTIN4
13211,121441,NEDD1
13212,4734,NEDD4
13214,23327,NEDD4L
13215,4738,NEDD8
13216,4739,NEDD9
13217,4744,NEFH
13218,4747,NEFL
13219,4741,NEFM
13220,257194,NEGR1
13221,79661,NEIL1
13222,252969,NEIL2
13223,55247,NEIL3
13224,4750,NEK1
13225,152110,NEK10
13226,79858,NEK11
13227,4751,NEK2
13228,690209,NEK2L1
13229,4752,NEK3
13230,6787,NEK4
13231,341676,NEK5
13232,10783,NEK6
13233,140609,NEK7
13234,284086,NEK8
13235,91754,NEK9
13236,7469,NELFA
13237,25920,NELFB
13238,51497,NELFCD
13239,7936,NELFE
13240,4745,NELL1
13241,4753,NELL2
13242,9147,NEMF
13243,23306,NEMP1
13244,100131211,NEMP2
13245,29937,NENF
13246,4756,NEO1
13247,66650,NEPN
13248,25871,NEPRO
13249,414997,NERG-PS1
13250,414868,NERG-PS10
13251,414945,NERG-PS11
13252,414953,NERG-PS12
13253,414962,NERG-PS13
13254,414977,NERG-PS14
13255,414979,NERG-PS15
13256,414998,NERG-PS2
13257,415002,NERG-PS3
13258,415005,NERG-PS4
13259,415013,NERG-PS5
13260,415014,NERG-PS6
13261,415026,NERG-PS7
13262,415040,NERG-PS8
13263,415046,NERG-PS9
13264,10763,NES
13265,10276,NET1
13266,81832,NETO1
13267,81831,NETO2
13268,4758,NEU1
13269,4759,NEU2
13270,10825,NEU3
13271,129807,NEU4
13272,100302791,NEUDEG1
13273,100303334,NEUDEG2
13274,100303091,NEUINF1
13275,100303074,NEUINF10
13276,100302955,NEUINF11
13277,100303286,NEUINF12
13278,100302790,NEUINF2
13279,100302787,NEUINF3
13280,100302956,NEUINF4
13281,100303073,NEUINF5
13282,100302958,NEUINF6
13283,100302957,NEUINF7
13284,100303398,NEUINF8
13285,100303285,NEUINF9
13286,9148,NEURL1
13288,54492,NEURL1B
13289,140825,NEURL2
13290,93082,NEURL3
13291,84461,NEURL4
13292,4760,NEUROD1
13293,4761,NEUROD2
13294,58158,NEUROD4
13295,63974,NEUROD6
13296,4762,NEUROG1
13297,63973,NEUROG2
13298,50674,NEUROG3
13299,192343,NEWENTRY
13300,103690051,NEWGENE_1304700
13301,103692591,NEWGENE_1304982
13302,103690025,NEWGENE_1305243
13303,103690056,NEWGENE_1305790
13304,108348199,NEWGENE_1306210
13305,103689921,NEWGENE_1306267
13306,108348094,NEWGENE_1306399
13307,103689950,NEWGENE_1306455
13308,108348056,NEWGENE_1306714
13309,108348170,NEWGENE_1307313
13311,108348095,NEWGENE_1308171
13312,103693219,NEWGENE_1308196
13313,108348104,NEWGENE_1308310
13314,108348058,NEWGENE_1308612
13315,103690047,NEWGENE_1308624
13316,108349551,NEWGENE_1309147
13317,108348166,NEWGENE_1309446
13318,108348063,NEWGENE_1309551
13319,108348182,NEWGENE_1310011
13320,103690045,NEWGENE_1310139
13321,108348109,NEWGENE_1310561
13322,108348045,NEWGENE_1310680
13323,103690012,NEWGENE_1311061
13324,103689997,NEWGENE_1311658
13325,103691062,NEWGENE_1359090
13326,108348099,NEWGENE_1359268
13327,103690009,NEWGENE_1359502
13328,103692172,NEWGENE_1562258
13329,108348124,NEWGENE_1562416
13330,103690398,NEWGENE_1565505
13331,108348214,NEWGENE_1565644
13332,108348126,NEWGENE_1565788
13333,108348092,NEWGENE_1582771
13334,103694000,NEWGENE_1582994
13335,108348066,NEWGENE_1586233
13336,103692126,NEWGENE_1587253
13337,103690021,NEWGENE_1589866
13338,103690125,NEWGENE_1590969
13339,108348057,NEWGENE_1591402
13340,103692164,NEWGENE_1595506
13341,103690107,NEWGENE_1596188
13342,108348156,NEWGENE_2116
13343,108348160,NEWGENE_2134
13344,108350275,NEWGENE_2324572
13345,103689972,NEWGENE_2663
13346,108348185,NEWGENE_2724
13347,108348165,NEWGENE_2813
13348,103690034,NEWGENE_619909
13349,108348131,NEWGENE_620180
13350,103689932,NEWGENE_621351
13351,103693838,NEWGENE_621802
13352,108352059,NEWGENE_6497122
13353,103692270,NEWGENE_6503620
13354,340533,NEXMIF
13355,91624,NEXN
13356,4763,NF1
13357,4771,NF2
13358,150372,NFAM1
13359,23114,NFASC
13360,10725,NFAT5
13361,4772,NFATC1
13362,4773,NFATC2
13363,84901,NFATC2IP
13364,4775,NFATC3
13365,4776,NFATC4
13366,4778,NFE2
13367,4779,NFE2L1
13368,4780,NFE2L2
13369,9603,NFE2L3
13370,4774,NFIA
13371,4781,NFIB
13372,4782,NFIC
13373,4783,NFIL3
13374,4784,NFIX
13376,4790,NFKB1
13377,4791,NFKB2
13378,4792,NFKBIA
13379,4793,NFKBIB
13380,84807,NFKBID
13381,4794,NFKBIE
13382,4795,NFKBIL1
13383,64332,NFKBIZ
13384,4798,NFRKB
13385,9054,NFS1
13386,27247,NFU1
13387,4799,NFX1
13388,152518,NFXL1
13389,4800,NFYA
13390,4801,NFYB
13391,4802,NFYC
13393,58157,NGB
13394,25983,NGDN
13395,25791,NGEF
13396,4803,NGF
13398,4804,NGFR
13399,55768,NGLY1
13400,18054,NGP
13401,51335,NGRN
13402,79840,NHEJ1
13403,4807,NHLH1
13404,4808,NHLH2
13405,378884,NHLRC1
13406,374354,NHLRC2
13407,387921,NHLRC3
13408,283948,NHLRC4
13409,55651,NHP2
13410,4810,NHS
13411,57224,NHSL1
13412,340527,NHSL2
13413,116496,NIBAN1
13414,64855,NIBAN2
