,GeneID,Symbol
1034,100252,AL022876
1035,98491,AL022878
1036,102638,AL022900
1037,99143,AL022964
1038,102640,AL022988
1039,101715,AL023008
1040,106299,AL023045
1041,100782,AL023051
1042,99774,AL023079
1043,102642,AL024003
1044,98494,AL024054
1045,101719,AL024128
1046,104447,AL024152
1047,105253,AL024213
1048,404586,AL024230
1049,404557,AL024321
1050,404556,AL024322
1051,404554,AL024386
1052,102197,AL024413
1053,404566,AL024446
1054,404577,AL035025
1055,404592,AL117703
1056,404591,AL117728
1057,404588,AL117801
1058,404587,AL117810
1059,404580,AL117821
1060,404584,AL117934
1061,404585,AL117938
1062,404572,AL117946
1063,404558,AL118003
1064,404573,AL118014
1065,404574,AL118036
1066,404565,AL118125
1067,404575,AL118134
1068,404562,AL118183
1069,404570,AL118186
1070,404559,AL118225
1071,404595,AL118294
1072,404567,AL118302
1073,404571,AL118313
1074,404555,AL118333
1075,404579,AL118337
1076,404564,AL118389
1077,404594,AL118430
1078,404578,AL118440
1079,404576,AL118485
1080,100034853,ALAA1
1081,492945,ALAA2
1082,492946,ALAA3
1083,100035550,ALAA4
1084,210,ALAD
1085,109949,ALAN1
1086,116536,ALAN2
1087,211,ALAS1
1088,212,ALAS2
1089,108510656,ALAS2R1
1090,108511946,ALAS2R3
1091,213,ALB
1093,622307,ALBFM1
1094,214,ALCAM
1095,492947,ALCDP1
1096,100035572,ALCDP2
1097,112354,ALCP1
1098,109511,ALCP10
1099,109498,ALCP11
1100,109499,ALCP12
1101,109512,ALCP13
1102,109513,ALCP14
1103,109502,ALCP15
1104,109515,ALCP16
1105,109503,ALCP17
1106,109504,ALCP18
1107,109516,ALCP19
1108,112368,ALCP2
1109,109517,ALCP20
1110,109505,ALCP21
1111,109518,ALCP22
1112,109506,ALCP23
1113,109519,ALCP24
1114,114913,ALCP25
1115,112357,ALCP3
1116,112355,ALCP4
1117,109493,ALCP5
1118,109507,ALCP6
1119,109494,ALCP7
1120,109508,ALCP8
1121,109495,ALCP9
1122,492948,ALCRSP1
1123,492949,ALCRSP2
1124,100034958,ALCRSP3
1125,492950,ALCRSP4
1126,100035803,ALCRSP5
1127,100034959,ALCRSP6
1128,112080,ALCW1
1129,112081,ALCW2
1130,112088,ALCW3
1131,171216,ALCW4
1132,493115,ALCW5
1133,100034894,ALCW6
1134,100034895,ALCW7
1135,126133,ALDH16A1
1136,5832,ALDH18A1
1137,216,ALDH1A1
1138,8854,ALDH1A2
1139,220,ALDH1A3
1141,26358,ALDH1A7
1142,219,ALDH1B1
1143,10840,ALDH1L1
1144,160428,ALDH1L2
1145,217,ALDH2
1146,218,ALDH3A1
1147,224,ALDH3A2
1148,221,ALDH3B1
1149,222,ALDH3B2
1150,73458,ALDH3B3
1151,8659,ALDH4A1
1152,110293,ALDH5
1153,7915,ALDH5A1
1154,4329,ALDH6A1
1155,501,ALDH7A1
1156,64577,ALDH8A1
1157,223,ALDH9A1
1158,226,ALDOA
1159,436085,ALDOA-PS3
1160,235509,ALDOA-PS4
1161,353204,ALDOART1
1162,79459,ALDOART2
1163,229,ALDOB
1164,230,ALDOC
1165,104211,ALDR2
1166,109823,ALDR3
1167,104210,ALDR4
1168,109855,ALDR5
1169,56052,ALG1
1170,144245,ALG10B
1171,440138,ALG11
1172,79087,ALG12
1173,79868,ALG13
1174,199857,ALG14
1175,85365,ALG2
1176,10195,ALG3
1177,29880,ALG5
1178,29929,ALG6
1179,79053,ALG8
1180,79796,ALG9
1181,112125,ALIQ1
1182,109410,ALIQ2
1183,109411,ALIQ3
1184,245704,ALIQ4
1185,238,ALK
1186,389658,ALKAL1
1187,285016,ALKAL2
1188,8846,ALKBH1
1189,121642,ALKBH2
1190,221120,ALKBH3
1191,70852,ALKBH3OS1
1192,54784,ALKBH4
1193,54890,ALKBH5
1194,84964,ALKBH6
1195,84266,ALKBH7
1196,91801,ALKBH8
1197,55821,ALLC
1198,107785,ALM
1199,7840,ALMS1
1200,100043493,ALMS1-PS1
1201,623273,ALMS1-PS2
1202,239,ALOX12
1203,242,ALOX12B
1204,11685,ALOX12E
1205,246,ALOX15
1207,240,ALOX5
1208,241,ALOX5AP
1209,11688,ALOX8
1210,59344,ALOXE3
1211,11691,ALP
1212,103979,ALPH1
1213,103980,ALPH2
1214,106821731,ALPHA-RE
1215,248,ALPI
1216,80216,ALPK1
1217,115701,ALPK2
1218,57538,ALPK3
1219,249,ALPL
1221,11650,ALPPL2
1222,100035370,ALPQ1
1223,100036171,ALPQ2
1224,100035371,ALPQ3
1225,100034945,ALPRF
1226,57679,ALS2
1227,259173,ALS2CL
1229,8092,ALX1
1230,257,ALX3
1231,60529,ALX4
1232,10189,ALYREF
1233,56009,ALYREF2
1234,11697,AM
1235,23600,AMACR
1236,258,AMBN
1237,259,AMBP
1238,55626,AMBRA1
1239,11700,AMD
1240,262,AMD1
1241,100041585,AMD2
1242,144193,AMDHD1
1243,51005,AMDHD2
1244,11701,AMD-PS1
1245,545852,AMD-PS2
1246,100043304,AMD-PS3
1247,100040814,AMD-PS4
1248,667840,AMD-PS5
1249,666251,AMD-PS6
1250,668888,AMD-PS7
1251,100035448,AMDT1
1252,100036505,AMDT2
1253,265,AMELX
1254,139285,AMER1
1255,219287,AMER2
1256,205147,AMER3
1257,267,AMFR
1258,268,AMH
1259,269,AMHR2
1260,110753,AMH-RS1
1261,110771,AMH-RS2
1262,107981,AMH-RS3
1263,111217,AMH-RS4
1264,107982,AMH-RS5
1265,107983,AMH-RS6
1266,110772,AMH-RS7
1267,107984,AMH-RS8
1268,57463,AMIGO1
1269,347902,AMIGO2
